	artist_name	track_name	uri	0	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	track_href	analysis_url	duration_ms	time_signature
0	$NOT	GOSHA	spotify:track:0j8ppsOOawdPCJnSTcXgOy	52	0.847	0.448	0	-10.14	1	0.416	0.81	1.35e-05	0.325	0.488	79.975	audio_features	0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/tracks/0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/audio-analysis/0j8ppsOOawdPCJnSTcXgOy	120000	4
1	$NOT	Like Me (feat. iann dior)	spotify:track:706ZrLifsm0nwlucKr4kQg	1	0.902	0.462	7	-7.945	1	0.0979	0.19	2.15e-06	0.094	0.646	103.984	audio_features	706ZrLifsm0nwlucKr4kQg	https://api.spotify.com/v1/tracks/706ZrLifsm0nwlucKr4kQg	https://api.spotify.com/v1/audio-analysis/706ZrLifsm0nwlucKr4kQg	167147	4
2	$NOT	Mean	spotify:track:3PXi72ZtSqx1PZc40KS0Qj	2	0.844	0.72	1	-7.418	0	0.3	0.169	0.0	0.0797	0.631	99.917	audio_features	3PXi72ZtSqx1PZc40KS0Qj	https://api.spotify.com/v1/tracks/3PXi72ZtSqx1PZc40KS0Qj	https://api.spotify.com/v1/audio-analysis/3PXi72ZtSqx1PZc40KS0Qj	125853	4
3	$NOT	Mean	spotify:track:4gncrdopojb9Xe8KoNXKGY	1	0.836	0.726	1	-7.616	0	0.291	0.254	0.0	0.0884	0.611	99.992	audio_features	4gncrdopojb9Xe8KoNXKGY	https://api.spotify.com/v1/tracks/4gncrdopojb9Xe8KoNXKGY	https://api.spotify.com/v1/audio-analysis/4gncrdopojb9Xe8KoNXKGY	124987	4
4	$NOT	Moon & Stars (feat. Maggie Lindemann)	spotify:track:3oGbHF3Kdwf3AsRCbBjUxu	62	0.713	0.47	9	-8.698	1	0.0864	0.606	1.35e-05	0.306	0.0825	84.518	audio_features	3oGbHF3Kdwf3AsRCbBjUxu	https://api.spotify.com/v1/tracks/3oGbHF3Kdwf3AsRCbBjUxu	https://api.spotify.com/v1/audio-analysis/3oGbHF3Kdwf3AsRCbBjUxu	187587	4
5	$NOT	Moon & Stars (feat. Maggie Lindemann)	spotify:track:5Kjz86OFAoN6D4kF1BTSEc	1	0.713	0.47	9	-8.698	1	0.0864	0.606	1.35e-05	0.306	0.0825	84.518	audio_features	5Kjz86OFAoN6D4kF1BTSEc	https://api.spotify.com/v1/tracks/5Kjz86OFAoN6D4kF1BTSEc	https://api.spotify.com/v1/audio-analysis/5Kjz86OFAoN6D4kF1BTSEc	187587	4
6	$NOT	SIMPLE	spotify:track:43KrLcrVbDBimYtjKswIL3	44	0.834	0.655	8	-8.51	0	0.28	0.464	1.73e-06	0.116	0.87	100.023	audio_features	43KrLcrVbDBimYtjKswIL3	https://api.spotify.com/v1/tracks/43KrLcrVbDBimYtjKswIL3	https://api.spotify.com/v1/audio-analysis/43KrLcrVbDBimYtjKswIL3	154800	4
7	$hyfromdatre	6000 Degrees (AH HA)	spotify:track:5no1uAP51SFQzZqITUxsfG	23	0.918	0.517	2	-7.085	1	0.156	0.0365	0.0	0.0998	0.158	131.983	audio_features	5no1uAP51SFQzZqITUxsfG	https://api.spotify.com/v1/tracks/5no1uAP51SFQzZqITUxsfG	https://api.spotify.com/v1/audio-analysis/5no1uAP51SFQzZqITUxsfG	102873	4
8	$wave	Woah	spotify:track:3Ypkw5218Z6DiROXjH3ztk	2	0.935	0.336	9	-12.571	1	0.387	0.0632	0.0	0.0649	0.837	132.013	audio_features	3Ypkw5218Z6DiROXjH3ztk	https://api.spotify.com/v1/tracks/3Ypkw5218Z6DiROXjH3ztk	https://api.spotify.com/v1/audio-analysis/3Ypkw5218Z6DiROXjH3ztk	116062	4
9	$wave	Woah	spotify:track:3Ypkw5218Z6DiROXjH3ztk	2	0.935	0.336	9	-12.571	1	0.387	0.0632	0.0	0.0649	0.837	132.013	audio_features	3Ypkw5218Z6DiROXjH3ztk	https://api.spotify.com/v1/tracks/3Ypkw5218Z6DiROXjH3ztk	https://api.spotify.com/v1/audio-analysis/3Ypkw5218Z6DiROXjH3ztk	116062	4
10	*NSYNC	Bye Bye Bye	spotify:track:62bOmKYxYg7dhrC6gH9vFn	3	0.61	0.926	8	-4.843	0	0.0479	0.031	0.0012	0.0821	0.861	172.638	audio_features	62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn	200400	4
11	*NSYNC	Merry Christmas, Happy Holidays	spotify:track:4v9WbaxW8HdjqfUiWYWsII	1	0.643	0.939	5	-3.967	1	0.0463	0.104	0.0	0.881	0.756	104.999	audio_features	4v9WbaxW8HdjqfUiWYWsII	https://api.spotify.com/v1/tracks/4v9WbaxW8HdjqfUiWYWsII	https://api.spotify.com/v1/audio-analysis/4v9WbaxW8HdjqfUiWYWsII	255307	4
12	.anxious.	Crooked Teeth	spotify:track:34LxyFgZRD3BZcNA56vVOT	1	0.549	0.242	3	-16.813	0	0.05	0.977	0.629	0.11	0.0466	84.999	audio_features	34LxyFgZRD3BZcNA56vVOT	https://api.spotify.com/v1/tracks/34LxyFgZRD3BZcNA56vVOT	https://api.spotify.com/v1/audio-analysis/34LxyFgZRD3BZcNA56vVOT	181301	4
13	03 Greedo	Soul Food (feat. Buddy)	spotify:track:3durrRavE8zLXyeuVgTsWQ	1	0.771	0.713	5	-6.511	0	0.0541	0.0916	1.82e-05	0.162	0.798	145.036	audio_features	3durrRavE8zLXyeuVgTsWQ	https://api.spotify.com/v1/tracks/3durrRavE8zLXyeuVgTsWQ	https://api.spotify.com/v1/audio-analysis/3durrRavE8zLXyeuVgTsWQ	135920	4
14	10cc	I'm Not In Love	spotify:track:5HQEmiV2lKnSO6qa2fsR7x	1	0.404	0.523	4	-15.7	1	0.0575	0.685	0.000498	0.282	0.164	133.738	audio_features	5HQEmiV2lKnSO6qa2fsR7x	https://api.spotify.com/v1/tracks/5HQEmiV2lKnSO6qa2fsR7x	https://api.spotify.com/v1/audio-analysis/5HQEmiV2lKnSO6qa2fsR7x	366640	4
15	112	Both Of Us (feat. Jagged Edge)	spotify:track:3jJZewdvbXcp24QKIqyPCm	1	0.443	0.453	0	-8.787	1	0.056	0.249	0.0	0.173	0.398	119.968	audio_features	3jJZewdvbXcp24QKIqyPCm	https://api.spotify.com/v1/tracks/3jJZewdvbXcp24QKIqyPCm	https://api.spotify.com/v1/audio-analysis/3jJZewdvbXcp24QKIqyPCm	219175	4
16	112	Cupid	spotify:track:3kVIFDE3G89I2RPVkiRaRj	1	0.685	0.38	8	-11.219	1	0.112	0.373	0.0	0.0371	0.87	175.562	audio_features	3kVIFDE3G89I2RPVkiRaRj	https://api.spotify.com/v1/tracks/3kVIFDE3G89I2RPVkiRaRj	https://api.spotify.com/v1/audio-analysis/3kVIFDE3G89I2RPVkiRaRj	252267	4
17	112	Dance With Me	spotify:track:6uRH1qMz30ZBwwUG0IYE5s	2	0.912	0.511	9	-6.365	1	0.203	0.0259	0.0	0.0442	0.611	101.628	audio_features	6uRH1qMz30ZBwwUG0IYE5s	https://api.spotify.com/v1/tracks/6uRH1qMz30ZBwwUG0IYE5s	https://api.spotify.com/v1/audio-analysis/6uRH1qMz30ZBwwUG0IYE5s	231800	4
18	112	Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix	spotify:track:6zOg9gP62RJSsKFeOBAgvH	104	0.764	0.525	8	-5.969	1	0.048	0.0296	0.0	0.0993	0.787	95.813	audio_features	6zOg9gP62RJSsKFeOBAgvH	https://api.spotify.com/v1/tracks/6zOg9gP62RJSsKFeOBAgvH	https://api.spotify.com/v1/audio-analysis/6zOg9gP62RJSsKFeOBAgvH	289413	4
19	112	Peaches & Cream	spotify:track:2SLZ2rX5773RS16mcqBxG7	6	0.677	0.52	4	-6.255	0	0.334	0.00277	0.0	0.0532	0.768	203.862	audio_features	2SLZ2rX5773RS16mcqBxG7	https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7	https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7	193093	4
20	112	U Already Know	spotify:track:0ahRDzkKq0KEi7FRoHb0qk	2	0.694	0.511	8	-9.34	1	0.0449	0.274	0.0	0.166	0.931	87.014	audio_features	0ahRDzkKq0KEi7FRoHb0qk	https://api.spotify.com/v1/tracks/0ahRDzkKq0KEi7FRoHb0qk	https://api.spotify.com/v1/audio-analysis/0ahRDzkKq0KEi7FRoHb0qk	198880	4
21	11:11	All Year	spotify:track:5LbXnDbn75IQSm5FCTANHd	11	0.541	0.55	5	-8.051	0	0.0949	0.189	0.000728	0.11	0.253	155.767	audio_features	5LbXnDbn75IQSm5FCTANHd	https://api.spotify.com/v1/tracks/5LbXnDbn75IQSm5FCTANHd	https://api.spotify.com/v1/audio-analysis/5LbXnDbn75IQSm5FCTANHd	209579	4
22	11:11	Flames	spotify:track:0N0iDPsKl9tTCwdnJtAq78	2	0.823	0.403	0	-5.825	1	0.0795	0.139	0.0	0.0278	0.517	120.877	audio_features	0N0iDPsKl9tTCwdnJtAq78	https://api.spotify.com/v1/tracks/0N0iDPsKl9tTCwdnJtAq78	https://api.spotify.com/v1/audio-analysis/0N0iDPsKl9tTCwdnJtAq78	238512	3
23	11:11	Listen	spotify:track:0GzzQZvhe1veE1MzlZcCWt	2	0.747	0.327	10	-11.972	0	0.0911	0.101	0.0262	0.115	0.193	81.958	audio_features	0GzzQZvhe1veE1MzlZcCWt	https://api.spotify.com/v1/tracks/0GzzQZvhe1veE1MzlZcCWt	https://api.spotify.com/v1/audio-analysis/0GzzQZvhe1veE1MzlZcCWt	289756	4
24	11:11	You	spotify:track:3eo7KxA5x2gMngBpyhcO1X	1	0.478	0.555	5	-7.6	0	0.111	0.174	1.1e-05	0.103	0.139	128.728	audio_features	3eo7KxA5x2gMngBpyhcO1X	https://api.spotify.com/v1/tracks/3eo7KxA5x2gMngBpyhcO1X	https://api.spotify.com/v1/audio-analysis/3eo7KxA5x2gMngBpyhcO1X	252540	4
25	2 Chainz	4 AM	spotify:track:1nX9KhK3Fff27SnrIor2Yb	123	0.796	0.5	1	-7.21	1	0.425	0.118	0.0	0.155	0.227	75.012	audio_features	1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb	255560	4
26	2 Chainz	4 AM	spotify:track:4r4PJQBHAE0bIKCjunhTgd	9	0.801	0.502	1	-7.169	1	0.408	0.141	0.0	0.153	0.215	75.019	audio_features	4r4PJQBHAE0bIKCjunhTgd	https://api.spotify.com/v1/tracks/4r4PJQBHAE0bIKCjunhTgd	https://api.spotify.com/v1/audio-analysis/4r4PJQBHAE0bIKCjunhTgd	255557	4
27	2 Chainz	Bigger Than You (feat. Drake & Quavo)	spotify:track:5S1IUPueD0xE0vj4zU3nSf	6	0.888	0.515	1	-6.246	1	0.271	0.247	0.0	0.446	0.264	141.009	audio_features	5S1IUPueD0xE0vj4zU3nSf	https://api.spotify.com/v1/tracks/5S1IUPueD0xE0vj4zU3nSf	https://api.spotify.com/v1/audio-analysis/5S1IUPueD0xE0vj4zU3nSf	225893	4
28	2 Chainz	Birthday Song	spotify:track:5qkWTBmDmZjogwIvbKtJQv	4	0.753	0.59	1	-2.623	1	0.0485	0.0591	0.0	0.15	0.161	140.002	audio_features	5qkWTBmDmZjogwIvbKtJQv	https://api.spotify.com/v1/tracks/5qkWTBmDmZjogwIvbKtJQv	https://api.spotify.com/v1/audio-analysis/5qkWTBmDmZjogwIvbKtJQv	306600	4
29	2 Chainz	Feel A Way (feat. Kanye West & Brent Faiyaz)	spotify:track:1GxoFQZxD7tFhQFUD9F0dD	44	0.859	0.727	10	-5.598	0	0.073	0.358	0.000752	0.332	0.688	149.932	audio_features	1GxoFQZxD7tFhQFUD9F0dD	https://api.spotify.com/v1/tracks/1GxoFQZxD7tFhQFUD9F0dD	https://api.spotify.com/v1/audio-analysis/1GxoFQZxD7tFhQFUD9F0dD	213529	4
30	2 Chainz	It's A Vibe	spotify:track:1p5B1jJk75RAblZCTnzUTU	2	0.803	0.488	7	-7.564	1	0.18	0.0313	0.000285	0.112	0.553	72.913	audio_features	1p5B1jJk75RAblZCTnzUTU	https://api.spotify.com/v1/tracks/1p5B1jJk75RAblZCTnzUTU	https://api.spotify.com/v1/audio-analysis/1p5B1jJk75RAblZCTnzUTU	210400	4
31	2 Chainz	It's A Vibe	spotify:track:6H0AwSQ20mo62jGlPGB8S6	259	0.822	0.502	7	-7.38	1	0.148	0.0312	0.000887	0.114	0.525	73.003	audio_features	6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6	210200	4
32	2 Chainz	No Lie	spotify:track:6j9iyrrmqWlQZ5SD1hSTaq	1	0.634	0.665	6	-5.984	0	0.176	0.0172	0.0	0.365	0.611	131.108	audio_features	6j9iyrrmqWlQZ5SD1hSTaq	https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq	https://api.spotify.com/v1/audio-analysis/6j9iyrrmqWlQZ5SD1hSTaq	237827	4
33	2 Chainz	OG Kush Diet	spotify:track:1Qxj5nxpN2zXWYngetSiRi	1	0.913	0.632	0	-5.07	1	0.385	0.163	2.62e-06	0.208	0.344	139.892	audio_features	1Qxj5nxpN2zXWYngetSiRi	https://api.spotify.com/v1/tracks/1Qxj5nxpN2zXWYngetSiRi	https://api.spotify.com/v1/audio-analysis/1Qxj5nxpN2zXWYngetSiRi	250947	4
34	2 Chainz	Poor Fool	spotify:track:0NUv9KAJeJM6dndf1rXbU9	1	0.766	0.615	10	-4.227	0	0.0492	0.0225	0.0601	0.167	0.167	129.973	audio_features	0NUv9KAJeJM6dndf1rXbU9	https://api.spotify.com/v1/tracks/0NUv9KAJeJM6dndf1rXbU9	https://api.spotify.com/v1/audio-analysis/0NUv9KAJeJM6dndf1rXbU9	221533	4
35	2 Chainz	Quarantine Thick (feat. Latto)	spotify:track:4JfCA7yaiEORC7NcKBS9nk	1	0.934	0.65	9	-6.065	0	0.0698	0.13	0.0	0.0902	0.649	135.869	audio_features	4JfCA7yaiEORC7NcKBS9nk	https://api.spotify.com/v1/tracks/4JfCA7yaiEORC7NcKBS9nk	https://api.spotify.com/v1/audio-analysis/4JfCA7yaiEORC7NcKBS9nk	190378	4
36	2 Chainz	Rule The World (feat. Ariana Grande)	spotify:track:1R6VwZ8TuHRzxZUxe88n4I	2	0.592	0.584	8	-6.232	0	0.0893	0.158	2.63e-06	0.132	0.447	88.073	audio_features	1R6VwZ8TuHRzxZUxe88n4I	https://api.spotify.com/v1/tracks/1R6VwZ8TuHRzxZUxe88n4I	https://api.spotify.com/v1/audio-analysis/1R6VwZ8TuHRzxZUxe88n4I	245893	4
37	2 Guys n the Parque	S.I.M.P. (Squirrels in My Pants)	spotify:track:76Wrq73y3Ef7VNM4CGSZ0l	1	0.814	0.879	11	-5.416	0	0.12	0.0717	0.0	0.0401	0.962	120.113	audio_features	76Wrq73y3Ef7VNM4CGSZ0l	https://api.spotify.com/v1/tracks/76Wrq73y3Ef7VNM4CGSZ0l	https://api.spotify.com/v1/audio-analysis/76Wrq73y3Ef7VNM4CGSZ0l	93600	4
38	21 Savage	Bank Account	spotify:track:2fQrGHiQOvpL9UgPvtYy6G	32	0.884	0.347	8	-8.227	0	0.35	0.015	7e-06	0.0871	0.376	75.016	audio_features	2fQrGHiQOvpL9UgPvtYy6G	https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G	https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G	220307	4
39	21 Savage	Bank Account	spotify:track:5eqK0tbzUPo2SoeZsov04s	4	0.884	0.347	8	-8.227	0	0.35	0.015	7e-06	0.0871	0.376	75.016	audio_features	5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/audio-analysis/5eqK0tbzUPo2SoeZsov04s	220307	4
40	21 Savage	Dip Dip	spotify:track:3xAXYCtd98G5G0SSJAHtqd	20	0.726	0.597	7	-8.574	1	0.145	0.128	0.0326	0.131	0.367	83.021	audio_features	3xAXYCtd98G5G0SSJAHtqd	https://api.spotify.com/v1/tracks/3xAXYCtd98G5G0SSJAHtqd	https://api.spotify.com/v1/audio-analysis/3xAXYCtd98G5G0SSJAHtqd	151615	4
41	21 Savage	Famous	spotify:track:19HA9J80qZfIkAnp2g8N2S	1	0.779	0.597	9	-9.652	0	0.434	0.723	4.47e-05	0.0508	0.646	173.986	audio_features	19HA9J80qZfIkAnp2g8N2S	https://api.spotify.com/v1/tracks/19HA9J80qZfIkAnp2g8N2S	https://api.spotify.com/v1/audio-analysis/19HA9J80qZfIkAnp2g8N2S	234280	4
42	21 Savage	Ghostface Killers (feat. Travis Scott)	spotify:track:5u6vkDnOyaf8LsteDAj2ub	2	0.782	0.435	2	-7.033	1	0.156	0.333	1.31e-05	0.342	0.242	82.996	audio_features	5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub	268933	4
43	21 Savage	Glock In My Lap	spotify:track:6pcywuOeGGWeOQzdUyti6k	51	0.847	0.733	10	-6.439	0	0.16	0.00574	1.04e-05	0.151	0.202	130.029	audio_features	6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k	193591	4
44	21 Savage	Immortal	spotify:track:4IO8X9W69dIQe0EC5ALXhq	2	0.741	0.87	6	-3.494	0	0.503	0.00813	0.0	0.114	0.663	184.194	audio_features	4IO8X9W69dIQe0EC5ALXhq	https://api.spotify.com/v1/tracks/4IO8X9W69dIQe0EC5ALXhq	https://api.spotify.com/v1/audio-analysis/4IO8X9W69dIQe0EC5ALXhq	254723	4
45	21 Savage	Mr. Right Now (feat. Drake)	spotify:track:4Q34FP1AT7GEl9oLgNtiWj	1	0.647	0.667	5	-5.563	1	0.304	0.231	0.0	0.133	0.704	172.08	audio_features	4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/tracks/4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/audio-analysis/4Q34FP1AT7GEl9oLgNtiWj	193839	4
46	21 Savage	No Heart	spotify:track:4gmmRb6bZJffOOiww1JGTO	38	0.906	0.444	4	-8.692	0	0.384	0.136	6.44e-05	0.173	0.678	140.063	audio_features	4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO	235040	4
47	21 Savage	Numb	spotify:track:0G149jkGWKwrPXUGkEDgWM	2	0.839	0.436	5	-11.344	0	0.285	0.0438	2.7e-06	0.131	0.464	82.009	audio_features	0G149jkGWKwrPXUGkEDgWM	https://api.spotify.com/v1/tracks/0G149jkGWKwrPXUGkEDgWM	https://api.spotify.com/v1/audio-analysis/0G149jkGWKwrPXUGkEDgWM	271307	4
48	21 Savage	Rich Nigga Shit (feat. Young Thug)	spotify:track:3ruoIF2UnoXdzK8mR61ebq	89	0.825	0.733	1	-5.625	0	0.0969	0.349	0.0	0.112	0.62	97.974	audio_features	3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq	190331	4
49	21 Savage	Runnin	spotify:track:5SWnsxjhdcEDc7LJjq9UHk	1	0.819	0.626	10	-4.574	0	0.202	0.00748	0.101	0.167	0.415	143.01	audio_features	5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk	195906	4
50	21 Savage	Said N Done	spotify:track:11XegnWeJHBDtj9IsNwngu	1	0.775	0.566	11	-6.661	1	0.283	0.0381	0.000341	0.127	0.479	160.351	audio_features	11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/tracks/11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/audio-analysis/11XegnWeJHBDtj9IsNwngu	231831	4
51	21 Savage	Secret (feat. Summer Walker)	spotify:track:67lKDoCZbRCJDa4RT68eme	93	0.727	0.496	5	-10.386	0	0.178	0.0893	0.00011	0.0987	0.504	130.061	audio_features	67lKDoCZbRCJDa4RT68eme	https://api.spotify.com/v1/tracks/67lKDoCZbRCJDa4RT68eme	https://api.spotify.com/v1/audio-analysis/67lKDoCZbRCJDa4RT68eme	210462	4
52	21 Savage	X (feat. Future)	spotify:track:6fwdbPMwP1zVStm8FybmkO	2	0.835	0.413	1	-9.81	1	0.396	0.373	0.00133	0.101	0.111	149.004	audio_features	6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO	258880	4
53	21 Savage	a lot	spotify:track:2t8yVaLvJ0RenpXUIAC52d	1	0.837	0.636	1	-7.643	1	0.086	0.0395	0.00125	0.342	0.274	145.972	audio_features	2t8yVaLvJ0RenpXUIAC52d	https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d	https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d	288624	4
54	21 Savage	a&t	spotify:track:6ho88pvz4c8WCSFbdVXNia	1	0.924	0.567	5	-5.009	1	0.0961	0.00169	0.0	0.0898	0.827	146.976	audio_features	6ho88pvz4c8WCSFbdVXNia	https://api.spotify.com/v1/tracks/6ho88pvz4c8WCSFbdVXNia	https://api.spotify.com/v1/audio-analysis/6ho88pvz4c8WCSFbdVXNia	211588	4
55	21 Savage	ball w/o you	spotify:track:50a8bKqlwDEqeiEknrzkTO	78	0.892	0.633	8	-7.471	1	0.0902	0.0467	0.000189	0.139	0.459	137.994	audio_features	50a8bKqlwDEqeiEknrzkTO	https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO	https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO	195047	4
56	21 Savage	break da law	spotify:track:5ZSIExfQuVv69tw5Qw3yDl	1	0.904	0.575	1	-7.823	1	0.346	0.0493	0.0	0.256	0.359	141.037	audio_features	5ZSIExfQuVv69tw5Qw3yDl	https://api.spotify.com/v1/tracks/5ZSIExfQuVv69tw5Qw3yDl	https://api.spotify.com/v1/audio-analysis/5ZSIExfQuVv69tw5Qw3yDl	177748	4
57	21 Savage	can't leave without it	spotify:track:0hPLZrnDgtKxrym1BHjDhd	1	0.872	0.591	6	-6.952	0	0.359	0.111	0.0	0.144	0.696	131.982	audio_features	0hPLZrnDgtKxrym1BHjDhd	https://api.spotify.com/v1/tracks/0hPLZrnDgtKxrym1BHjDhd	https://api.spotify.com/v1/audio-analysis/0hPLZrnDgtKxrym1BHjDhd	205352	4
58	220 KID	Don’t Need Love (with GRACEY)	spotify:track:7uBaKZZVK0OZ6cqFGpGRXI	1	0.702	0.716	7	-5.378	0	0.0867	0.407	0.0	0.0749	0.607	123.893	audio_features	7uBaKZZVK0OZ6cqFGpGRXI	https://api.spotify.com/v1/tracks/7uBaKZZVK0OZ6cqFGpGRXI	https://api.spotify.com/v1/audio-analysis/7uBaKZZVK0OZ6cqFGpGRXI	195480	4
59	22december	cute!	spotify:track:79EMXU97YgEyZfc3TylkCU	1	0.788	0.655	8	-10.393	1	0.21	0.00817	0.621	0.308	0.295	99.994	audio_features	79EMXU97YgEyZfc3TylkCU	https://api.spotify.com/v1/tracks/79EMXU97YgEyZfc3TylkCU	https://api.spotify.com/v1/audio-analysis/79EMXU97YgEyZfc3TylkCU	145880	4
60	24kGoldn	Mood (feat. iann dior)	spotify:track:3tjFYV6RSFtuktYl3ZtYcq	2	0.7	0.722	7	-3.558	0	0.0369	0.221	0.0	0.272	0.756	90.989	audio_features	3tjFYV6RSFtuktYl3ZtYcq	https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq	https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq	140526	4
61	24kGoldn	VALENTINO	spotify:track:6piAUJJQFD8oHDUr0b7l7q	2	0.746	0.717	9	-4.841	0	0.179	0.199	0.0	0.132	0.523	150.964	audio_features	6piAUJJQFD8oHDUr0b7l7q	https://api.spotify.com/v1/tracks/6piAUJJQFD8oHDUr0b7l7q	https://api.spotify.com/v1/audio-analysis/6piAUJJQFD8oHDUr0b7l7q	179133	4
62	2CELLOS	Candle in the Wind	spotify:track:4Tk8vNVQfIzlNsAHz4BN6l	1	0.17	0.104	2	-17.169	1	0.0445	0.954	0.784	0.193	0.079	112.161	audio_features	4Tk8vNVQfIzlNsAHz4BN6l	https://api.spotify.com/v1/tracks/4Tk8vNVQfIzlNsAHz4BN6l	https://api.spotify.com/v1/audio-analysis/4Tk8vNVQfIzlNsAHz4BN6l	165973	4
63	2CELLOS	With Or Without You	spotify:track:1uC8D2peyTZAL8NjfnBj1D	2	0.417	0.184	2	-11.3	1	0.037	0.574	0.859	0.137	0.296	109.459	audio_features	1uC8D2peyTZAL8NjfnBj1D	https://api.spotify.com/v1/tracks/1uC8D2peyTZAL8NjfnBj1D	https://api.spotify.com/v1/audio-analysis/1uC8D2peyTZAL8NjfnBj1D	291413	4
64	2FeetBino	Got Me Started	spotify:track:2lO78vLbXDHABMPDNufxdc	1	0.808	0.192	2	-19.84	0	0.449	0.11	0.0	0.116	0.333	143.984	audio_features	2lO78vLbXDHABMPDNufxdc	https://api.spotify.com/v1/tracks/2lO78vLbXDHABMPDNufxdc	https://api.spotify.com/v1/audio-analysis/2lO78vLbXDHABMPDNufxdc	199972	4
65	2ONE!2	Don't Trust Me	spotify:track:6s8T3AuXULZbAMXSYDsai9	6	0.802	0.507	7	-10.204	0	0.112	0.0332	0.0	0.103	0.404	129.999	audio_features	6s8T3AuXULZbAMXSYDsai9	https://api.spotify.com/v1/tracks/6s8T3AuXULZbAMXSYDsai9	https://api.spotify.com/v1/audio-analysis/6s8T3AuXULZbAMXSYDsai9	186224	4
66	2Pac	All Eyez On Me	spotify:track:2xTft6GEZeTyWNpdX94rkf	1	0.873	0.719	1	-5.948	1	0.248	0.03	0.0	0.333	0.858	93.281	audio_features	2xTft6GEZeTyWNpdX94rkf	https://api.spotify.com/v1/tracks/2xTft6GEZeTyWNpdX94rkf	https://api.spotify.com/v1/audio-analysis/2xTft6GEZeTyWNpdX94rkf	307773	4
67	2Pac	All Eyez On Me (ft. Big Syke)	spotify:track:4VQNCzfZ3MdHEwwErNXpBo	25	0.872	0.723	1	-5.968	1	0.247	0.0293	0.0	0.327	0.843	93.279	audio_features	4VQNCzfZ3MdHEwwErNXpBo	https://api.spotify.com/v1/tracks/4VQNCzfZ3MdHEwwErNXpBo	https://api.spotify.com/v1/audio-analysis/4VQNCzfZ3MdHEwwErNXpBo	307773	4
