	artist_name	track_name	uri	num_listens	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	track_href	analysis_url	duration_ms	time_signature
2601	Labrinth	Still Don't Know My Name	spotify:track:6N22FZs2ZhPBYi3b9XPajV	16	0.316	0.63	5	-5.963	1	0.117	0.471	0.262	0.205	0.313	89.643	audio_features	6N22FZs2ZhPBYi3b9XPajV	https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV	https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV	153294	1
2602	Ladi	Can I Be Fr?	spotify:track:1LdSfeSNxZ8etnsj27WpnH	3	0.848	0.275	8	-13.549	0	0.461	0.269	0	0.191	0.434	97.01	audio_features	1LdSfeSNxZ8etnsj27WpnH	https://api.spotify.com/v1/tracks/1LdSfeSNxZ8etnsj27WpnH	https://api.spotify.com/v1/audio-analysis/1LdSfeSNxZ8etnsj27WpnH	179383	4
2603	Lady A	Need You Now	spotify:track:11EX5yhxr9Ihl3IN1asrfK	12	0.587	0.622	4	-5.535	1	0.0303	0.0927	0.000636	0.2	0.231	107.943	audio_features	11EX5yhxr9Ihl3IN1asrfK	https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK	https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK	277573	4
2604	Lady Gaga	Alejandro	spotify:track:4lwavw59UjXUPJZtKNdFYp	29	0.626	0.799	11	-6.612	0	0.046	0.000358	0.00155	0.36	0.369	98.992	audio_features	4lwavw59UjXUPJZtKNdFYp	https://api.spotify.com/v1/tracks/4lwavw59UjXUPJZtKNdFYp	https://api.spotify.com/v1/audio-analysis/4lwavw59UjXUPJZtKNdFYp	274213	4
2605	Lady Gaga	Bad Romance	spotify:track:0SiywuOBRcynK0uKGWdCnn	4	0.696	0.921	0	-3.755	1	0.0363	0.00314	5.24E-05	0.0842	0.714	119.001	audio_features	0SiywuOBRcynK0uKGWdCnn	https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn	https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn	294573	4
2606	Lady Gaga	LoveGame	spotify:track:0TcJ7QWpggdSg8t0fHThHm	102	0.894	0.678	6	-5.611	0	0.0523	0.00569	2.43E-06	0.317	0.844	105.024	audio_features	0TcJ7QWpggdSg8t0fHThHm	https://api.spotify.com/v1/tracks/0TcJ7QWpggdSg8t0fHThHm	https://api.spotify.com/v1/audio-analysis/0TcJ7QWpggdSg8t0fHThHm	216333	4
2607	Lady Gaga	Paparazzi	spotify:track:7Hqig8kp32q2Ire3ECQvWM	8	0.762	0.692	5	-3.973	0	0.0438	0.113	0	0.094	0.397	114.906	audio_features	7Hqig8kp32q2Ire3ECQvWM	https://api.spotify.com/v1/tracks/7Hqig8kp32q2Ire3ECQvWM	https://api.spotify.com/v1/audio-analysis/7Hqig8kp32q2Ire3ECQvWM	208307	4
2608	Lady Gaga	Poker Face	spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX	2	0.848	0.828	8	-4.557	0	0.0714	0.136	1.35E-06	0.114	0.794	119	audio_features	3OT3Kg4jyVkdZm4Ncz6JgX	https://api.spotify.com/v1/tracks/3OT3Kg4jyVkdZm4Ncz6JgX	https://api.spotify.com/v1/audio-analysis/3OT3Kg4jyVkdZm4Ncz6JgX	237213	4
2609	Lady Gaga	Poker Face	spotify:track:5R8dQOPq8haW94K7mgERlO	7	0.851	0.806	4	-4.62	1	0.0787	0.118	1.64E-06	0.121	0.787	118.999	audio_features	5R8dQOPq8haW94K7mgERlO	https://api.spotify.com/v1/tracks/5R8dQOPq8haW94K7mgERlO	https://api.spotify.com/v1/audio-analysis/5R8dQOPq8haW94K7mgERlO	237200	4
2610	Lady Gaga	Rain On Me (with Ariana Grande)	spotify:track:24ySl2hOPGCDcxBxFIqWBu	2	0.672	0.855	9	-3.764	1	0.0397	0.021	0	0.323	0.646	123.056	audio_features	24ySl2hOPGCDcxBxFIqWBu	https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu	https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu	182200	4
2611	Lady Gaga	Telephone	spotify:track:7rl7ao5pb9BhvAzPdWStxi	24	0.825	0.832	5	-5.853	0	0.0403	0.00587	0.000789	0.114	0.713	122.021	audio_features	7rl7ao5pb9BhvAzPdWStxi	https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi	https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi	220627	4
2612	Lady London	Pop Ya Shit	spotify:track:5JnfZUiS7GdCLrr8Qem6Gs	9	0.733	0.755	6	-7.569	1	0.327	0.139	0	0.559	0.769	92.623	audio_features	5JnfZUiS7GdCLrr8Qem6Gs	https://api.spotify.com/v1/tracks/5JnfZUiS7GdCLrr8Qem6Gs	https://api.spotify.com/v1/audio-analysis/5JnfZUiS7GdCLrr8Qem6Gs	98710	4
2613	Lady London	Pop Ya Shit (Freestyle)	spotify:track:26JsQSJmZPZb0XpNqaGUht	9	0.75	0.537	11	-11.59	1	0.334	0.281	2.88E-06	0.498	0.686	92.642	audio_features	26JsQSJmZPZb0XpNqaGUht	https://api.spotify.com/v1/tracks/26JsQSJmZPZb0XpNqaGUht	https://api.spotify.com/v1/audio-analysis/26JsQSJmZPZb0XpNqaGUht	98534	4
2614	Lah Pat	Rodeo (Remix)	spotify:track:035MzEbx4z2DxuRDymHXbv	17	0.752	0.56	11	-5.375	1	0.122	0.295	0	0.114	0.848	120.015	audio_features	035MzEbx4z2DxuRDymHXbv	https://api.spotify.com/v1/tracks/035MzEbx4z2DxuRDymHXbv	https://api.spotify.com/v1/audio-analysis/035MzEbx4z2DxuRDymHXbv	245959	4
2615	Lakeyah	Female Goat	spotify:track:3GvtfWTRoialUPNCbDjdtI	2	0.884	0.717	10	-4.721	0	0.147	0.00229	0	0.289	0.33	102.029	audio_features	3GvtfWTRoialUPNCbDjdtI	https://api.spotify.com/v1/tracks/3GvtfWTRoialUPNCbDjdtI	https://api.spotify.com/v1/audio-analysis/3GvtfWTRoialUPNCbDjdtI	173752	4
2616	Lakeyah	Mind Yo Business (Feat. Latto)	spotify:track:5hR1PFUnx0uRkqYsW4Z4ja	32	0.961	0.557	10	-6.743	0	0.321	0.0251	0	0.0828	0.742	118.031	audio_features	5hR1PFUnx0uRkqYsW4Z4ja	https://api.spotify.com/v1/tracks/5hR1PFUnx0uRkqYsW4Z4ja	https://api.spotify.com/v1/audio-analysis/5hR1PFUnx0uRkqYsW4Z4ja	122266	4
2617	Lakeyah	Real Bitch (feat. Gloss Up)	spotify:track:4vbpCunPppd4IGZ6ZKmIFh	4	0.921	0.724	7	-5.241	1	0.28	0.0772	0	0.0769	0.755	101.94	audio_features	4vbpCunPppd4IGZ6ZKmIFh	https://api.spotify.com/v1/tracks/4vbpCunPppd4IGZ6ZKmIFh	https://api.spotify.com/v1/audio-analysis/4vbpCunPppd4IGZ6ZKmIFh	124905	4
2618	Lakeyah	Real Bitch (feat. Gloss Up)	spotify:track:4zH4kR30s4Cx6HMvodrf32	39	0.929	0.719	7	-5.295	1	0.265	0.0786	0	0.0744	0.722	101.948	audio_features	4zH4kR30s4Cx6HMvodrf32	https://api.spotify.com/v1/tracks/4zH4kR30s4Cx6HMvodrf32	https://api.spotify.com/v1/audio-analysis/4zH4kR30s4Cx6HMvodrf32	124905	4
2619	Lakeyah	Windows	spotify:track:0XgpqzcmMFapQ0kebq1EuD	3	0.662	0.52	6	-8.193	1	0.335	0.543	4.84E-06	0.0905	0.294	117.057	audio_features	0XgpqzcmMFapQ0kebq1EuD	https://api.spotify.com/v1/tracks/0XgpqzcmMFapQ0kebq1EuD	https://api.spotify.com/v1/audio-analysis/0XgpqzcmMFapQ0kebq1EuD	199395	4
2620	Lakeyah	Windows	spotify:track:5ySgoLDkm2yzeFlpay5YBB	3	0.662	0.52	6	-8.193	1	0.335	0.543	4.84E-06	0.0905	0.294	117.057	audio_features	5ySgoLDkm2yzeFlpay5YBB	https://api.spotify.com/v1/tracks/5ySgoLDkm2yzeFlpay5YBB	https://api.spotify.com/v1/audio-analysis/5ySgoLDkm2yzeFlpay5YBB	199395	4
2621	Lakim	A Pimp Named Slickback	spotify:track:69IzWtMP6VAEr5kpA5tURl	2	0.679	0.852	10	-3.695	0	0.208	0.257	0.422	0.237	0.766	140.022	audio_features	69IzWtMP6VAEr5kpA5tURl	https://api.spotify.com/v1/tracks/69IzWtMP6VAEr5kpA5tURl	https://api.spotify.com/v1/audio-analysis/69IzWtMP6VAEr5kpA5tURl	250776	4
2622	Lamis Kan	Mesytara	spotify:track:7H2uwSkd2mhRKyTOPRDE2L	12	0.803	0.821	8	-6.133	0	0.0947	0.168	3.55E-06	0.0765	0.728	99.971	audio_features	7H2uwSkd2mhRKyTOPRDE2L	https://api.spotify.com/v1/tracks/7H2uwSkd2mhRKyTOPRDE2L	https://api.spotify.com/v1/audio-analysis/7H2uwSkd2mhRKyTOPRDE2L	168465	4
2623	Lana Del Rey	Brooklyn Baby	spotify:track:1NZs6n6hl8UuMaX0UC0YTz	33	0.404	0.664	1	-6.698	1	0.0407	0.542	0.00402	0.11	0.0949	107.747	audio_features	1NZs6n6hl8UuMaX0UC0YTz	https://api.spotify.com/v1/tracks/1NZs6n6hl8UuMaX0UC0YTz	https://api.spotify.com/v1/audio-analysis/1NZs6n6hl8UuMaX0UC0YTz	351640	4
2624	Lana Del Rey	Carmen	spotify:track:2wiXEarKt55K8aW8elRqDW	29	0.524	0.427	1	-9.57	0	0.0297	0.098	0.000273	0.129	0.0379	100.024	audio_features	2wiXEarKt55K8aW8elRqDW	https://api.spotify.com/v1/tracks/2wiXEarKt55K8aW8elRqDW	https://api.spotify.com/v1/audio-analysis/2wiXEarKt55K8aW8elRqDW	248720	4
2625	Lana Del Rey	Diet Mountain Dew	spotify:track:4O9dZs2B0ilk4PEfX2bPEv	48	0.595	0.696	10	-5.921	0	0.0417	0.276	0	0.411	0.533	88.013	audio_features	4O9dZs2B0ilk4PEfX2bPEv	https://api.spotify.com/v1/tracks/4O9dZs2B0ilk4PEfX2bPEv	https://api.spotify.com/v1/audio-analysis/4O9dZs2B0ilk4PEfX2bPEv	222920	4
2626	Lana Del Rey	Diet Mountain Dew	spotify:track:6BFnRhvKCclDQOajt8dBGi	22	0.442	0.68	10	-5.971	0	0.0858	0.284	0	0.421	0.601	176.09	audio_features	6BFnRhvKCclDQOajt8dBGi	https://api.spotify.com/v1/tracks/6BFnRhvKCclDQOajt8dBGi	https://api.spotify.com/v1/audio-analysis/6BFnRhvKCclDQOajt8dBGi	222920	4
2627	Lana Del Rey	Doin' Time	spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX	77	0.641	0.559	7	-11.132	0	0.0355	0.404	0.00402	0.0937	0.523	144.982	audio_features	0Oqc0kKFsQ6MhFOLBNZIGX	https://api.spotify.com/v1/tracks/0Oqc0kKFsQ6MhFOLBNZIGX	https://api.spotify.com/v1/audio-analysis/0Oqc0kKFsQ6MhFOLBNZIGX	202193	4
2628	Lana Del Rey	High By The Beach	spotify:track:7g3htkaLz4ETFn0cifwM3y	9	0.536	0.486	11	-11.067	0	0.0346	0.244	0.00788	0.12	0.0968	131.988	audio_features	7g3htkaLz4ETFn0cifwM3y	https://api.spotify.com/v1/tracks/7g3htkaLz4ETFn0cifwM3y	https://api.spotify.com/v1/audio-analysis/7g3htkaLz4ETFn0cifwM3y	257573	4
2629	Lana Del Rey	How to disappear	spotify:track:4qUtC2BwFC154Ha8YQRrkk	6	0.538	0.304	9	-11.79	1	0.0352	0.613	0.000631	0.164	0.065	78.997	audio_features	4qUtC2BwFC154Ha8YQRrkk	https://api.spotify.com/v1/tracks/4qUtC2BwFC154Ha8YQRrkk	https://api.spotify.com/v1/audio-analysis/4qUtC2BwFC154Ha8YQRrkk	228071	3
2630	Lana Del Rey	Mariners Apartment Complex	spotify:track:6OG05bPAwUuV3OMvy2Vy1P	2	0.531	0.252	9	-12.765	1	0.028	0.763	0.000133	0.104	0.159	76.054	audio_features	6OG05bPAwUuV3OMvy2Vy1P	https://api.spotify.com/v1/tracks/6OG05bPAwUuV3OMvy2Vy1P	https://api.spotify.com/v1/audio-analysis/6OG05bPAwUuV3OMvy2Vy1P	247150	4
2631	Lana Del Rey	National Anthem	spotify:track:1M0g1beKC4H9gbrOiSayHW	60	0.532	0.899	0	-5.935	0	0.244	0.531	0.000146	0.0957	0.436	85	audio_features	1M0g1beKC4H9gbrOiSayHW	https://api.spotify.com/v1/tracks/1M0g1beKC4H9gbrOiSayHW	https://api.spotify.com/v1/audio-analysis/1M0g1beKC4H9gbrOiSayHW	230520	4
2632	Lana Del Rey	Norman fucking Rockwell	spotify:track:3RIgHHpnFKj5Rni1shokDj	4	0.215	0.203	5	-12.65	1	0.0346	0.968	0.0585	0.0923	0.143	78.287	audio_features	3RIgHHpnFKj5Rni1shokDj	https://api.spotify.com/v1/tracks/3RIgHHpnFKj5Rni1shokDj	https://api.spotify.com/v1/audio-analysis/3RIgHHpnFKj5Rni1shokDj	248934	1
2633	Lana Del Rey	Peppers (feat. Tommy Genesis)	spotify:track:2Rlso2ZNV0PaWwUYeeBYxx	45	0.487	0.515	4	-11.767	0	0.19	0.633	0.176	0.111	0.35	156.738	audio_features	2Rlso2ZNV0PaWwUYeeBYxx	https://api.spotify.com/v1/tracks/2Rlso2ZNV0PaWwUYeeBYxx	https://api.spotify.com/v1/audio-analysis/2Rlso2ZNV0PaWwUYeeBYxx	248928	4
2634	Lana Del Rey	Say Yes To Heaven	spotify:track:6GGtHZgBycCgGBUhZo81xe	11	0.49	0.352	6	-11.577	0	0.0254	0.709	0.0856	0.114	0.166	99.992	audio_features	6GGtHZgBycCgGBUhZo81xe	https://api.spotify.com/v1/tracks/6GGtHZgBycCgGBUhZo81xe	https://api.spotify.com/v1/audio-analysis/6GGtHZgBycCgGBUhZo81xe	209156	4
2635	Lana Del Rey	Video Games	spotify:track:24jvD83UgLmrdGjhWTFslY	29	0.236	0.249	6	-9.595	0	0.0348	0.811	1.00E-06	0.087	0.181	72.847	audio_features	24jvD83UgLmrdGjhWTFslY	https://api.spotify.com/v1/tracks/24jvD83UgLmrdGjhWTFslY	https://api.spotify.com/v1/audio-analysis/24jvD83UgLmrdGjhWTFslY	281960	5
2636	Lana Del Rey	West Coast	spotify:track:5Y6nVaayzitvsD5F7nr3DV	3	0.527	0.591	6	-7.664	0	0.0396	0.194	0.0194	0.0907	0.461	123.167	audio_features	5Y6nVaayzitvsD5F7nr3DV	https://api.spotify.com/v1/tracks/5Y6nVaayzitvsD5F7nr3DV	https://api.spotify.com/v1/audio-analysis/5Y6nVaayzitvsD5F7nr3DV	256760	4
2637	Lana Del Rey	Young And Beautiful	spotify:track:2nMeu6UenVvwUktBCpLMK9	7	0.324	0.416	11	-8.92	0	0.0368	0.262	3.69E-05	0.11	0.151	113.986	audio_features	2nMeu6UenVvwUktBCpLMK9	https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9	https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9	236053	4
2638	Lancey Foux	HIGH GRADE	spotify:track:0baHaeu6MrW4GriFSsF9XK	34	0.672	0.807	7	-4.881	1	0.27	0.272	1.84E-06	0.124	0.704	172.035	audio_features	0baHaeu6MrW4GriFSsF9XK	https://api.spotify.com/v1/tracks/0baHaeu6MrW4GriFSsF9XK	https://api.spotify.com/v1/audio-analysis/0baHaeu6MrW4GriFSsF9XK	166144	4
2639	Lancey Foux	LANCEY OR LANCEY	spotify:track:187zHzb6JDM4YDSFNGkQ9u	20	0.456	0.571	1	-4.431	1	0.185	0.0354	0	0.148	0.121	159.929	audio_features	187zHzb6JDM4YDSFNGkQ9u	https://api.spotify.com/v1/tracks/187zHzb6JDM4YDSFNGkQ9u	https://api.spotify.com/v1/audio-analysis/187zHzb6JDM4YDSFNGkQ9u	187894	4
2640	Lancey Foux	SLOW BURN	spotify:track:5zFqMIBksTb1vKz0g5ADUQ	2	0.399	0.888	0	-8.64	0	0.397	0.166	0.00562	0.367	0.519	135.353	audio_features	5zFqMIBksTb1vKz0g5ADUQ	https://api.spotify.com/v1/tracks/5zFqMIBksTb1vKz0g5ADUQ	https://api.spotify.com/v1/audio-analysis/5zFqMIBksTb1vKz0g5ADUQ	126608	4
2641	Lancey Foux	SO FREE	spotify:track:3jGPttVUyxGY82OZyQ8h8E	21	0.701	0.542	11	-11.696	0	0.0846	0.399	0.000262	0.0832	0.469	129.993	audio_features	3jGPttVUyxGY82OZyQ8h8E	https://api.spotify.com/v1/tracks/3jGPttVUyxGY82OZyQ8h8E	https://api.spotify.com/v1/audio-analysis/3jGPttVUyxGY82OZyQ8h8E	164308	4
2642	Lancey Foux	WORLD ON FIRE	spotify:track:5uSERYH51rYFi2SLDHj8TM	17	0.388	0.919	5	-5.828	0	0.0938	0.000325	6.88E-05	0.532	0.317	146.875	audio_features	5uSERYH51rYFi2SLDHj8TM	https://api.spotify.com/v1/tracks/5uSERYH51rYFi2SLDHj8TM	https://api.spotify.com/v1/audio-analysis/5uSERYH51rYFi2SLDHj8TM	160641	4
2643	Larry June	6am In Sausalito	spotify:track:7lYHYcXfzOxjLXgtdx883J	3	0.737	0.622	11	-7.324	0	0.0548	0.0113	8.12E-06	0.105	0.572	130.028	audio_features	7lYHYcXfzOxjLXgtdx883J	https://api.spotify.com/v1/tracks/7lYHYcXfzOxjLXgtdx883J	https://api.spotify.com/v1/audio-analysis/7lYHYcXfzOxjLXgtdx883J	184454	4
2644	Larry June	Watering My Plants	spotify:track:0LH7ijaQi0ybY6Oe4SCLo1	26	0.572	0.578	11	-6.68	0	0.266	0.0541	1.12E-05	0.388	0.77	76.697	audio_features	0LH7ijaQi0ybY6Oe4SCLo1	https://api.spotify.com/v1/tracks/0LH7ijaQi0ybY6Oe4SCLo1	https://api.spotify.com/v1/audio-analysis/0LH7ijaQi0ybY6Oe4SCLo1	135789	4
2645	Latto	Another Nasty Song	spotify:track:6lABMzDz2QUqZXRPvQIkuJ	5	0.853	0.476	11	-7.217	0	0.28	0.271	0	0.091	0.646	76.525	audio_features	6lABMzDz2QUqZXRPvQIkuJ	https://api.spotify.com/v1/tracks/6lABMzDz2QUqZXRPvQIkuJ	https://api.spotify.com/v1/audio-analysis/6lABMzDz2QUqZXRPvQIkuJ	144314	4
2646	Latto	B*tch From Da Souf	spotify:track:6tLWt7gkvvTSjS6OfJjiyJ	5	0.862	0.235	1	-15.545	1	0.699	0.0241	0	0.123	0.398	150.062	audio_features	6tLWt7gkvvTSjS6OfJjiyJ	https://api.spotify.com/v1/tracks/6tLWt7gkvvTSjS6OfJjiyJ	https://api.spotify.com/v1/audio-analysis/6tLWt7gkvvTSjS6OfJjiyJ	144048	4
2647	Latto	B*tch From Da Souf (Remix)	spotify:track:2zUbimuKNWDMCwbqNauLWV	117	0.834	0.531	1	-5.708	1	0.36	0.0662	0	0.136	0.415	150.126	audio_features	2zUbimuKNWDMCwbqNauLWV	https://api.spotify.com/v1/tracks/2zUbimuKNWDMCwbqNauLWV	https://api.spotify.com/v1/audio-analysis/2zUbimuKNWDMCwbqNauLWV	224119	4
2648	Latto	Big Energy	spotify:track:6Zu3aw7FfjAF9WA0fA81Oq	19	0.935	0.807	11	-3.838	0	0.114	0.0514	0	0.349	0.813	106.017	audio_features	6Zu3aw7FfjAF9WA0fA81Oq	https://api.spotify.com/v1/tracks/6Zu3aw7FfjAF9WA0fA81Oq	https://api.spotify.com/v1/audio-analysis/6Zu3aw7FfjAF9WA0fA81Oq	173182	4
2649	Latto	FTCU (feat. GloRilla & Gangsta Boo)	spotify:track:4lxTmHPgoRWwM9QisWobJL	4	0.894	0.633	10	-5.294	0	0.298	0.0369	0	0.178	0.578	145.11	audio_features	4lxTmHPgoRWwM9QisWobJL	https://api.spotify.com/v1/tracks/4lxTmHPgoRWwM9QisWobJL	https://api.spotify.com/v1/audio-analysis/4lxTmHPgoRWwM9QisWobJL	145655	4
2650	Latto	He Say She Say	spotify:track:2wGXzIAux8In47rYvvy1YS	53	0.944	0.563	2	-5.243	1	0.195	0.182	0	0.109	0.564	126.008	audio_features	2wGXzIAux8In47rYvvy1YS	https://api.spotify.com/v1/tracks/2wGXzIAux8In47rYvvy1YS	https://api.spotify.com/v1/audio-analysis/2wGXzIAux8In47rYvvy1YS	144762	4
2651	Latto	It's Givin	spotify:track:5h9dlUlCGZahkuaC3MShz3	3	0.865	0.614	8	-6.782	1	0.278	0.0259	0	0.434	0.642	160.032	audio_features	5h9dlUlCGZahkuaC3MShz3	https://api.spotify.com/v1/tracks/5h9dlUlCGZahkuaC3MShz3	https://api.spotify.com/v1/audio-analysis/5h9dlUlCGZahkuaC3MShz3	153000	4
2652	Latto	Muwop (feat. Gucci Mane)	spotify:track:231WYcXWUxYSx79tuPtzBk	74	0.79	0.614	9	-6.958	0	0.0991	0.0606	0	0.239	0.63	145.907	audio_features	231WYcXWUxYSx79tuPtzBk	https://api.spotify.com/v1/tracks/231WYcXWUxYSx79tuPtzBk	https://api.spotify.com/v1/audio-analysis/231WYcXWUxYSx79tuPtzBk	200135	4
2653	Latto	Muwop (feat. Gucci Mane)	spotify:track:3CwcGdFwFF3DfHGGppdI4X	15	0.79	0.61	9	-6.958	0	0.102	0.0613	0	0.243	0.62	145.88	audio_features	3CwcGdFwFF3DfHGGppdI4X	https://api.spotify.com/v1/tracks/3CwcGdFwFF3DfHGGppdI4X	https://api.spotify.com/v1/audio-analysis/3CwcGdFwFF3DfHGGppdI4X	200135	4
2654	Latto	On God	spotify:track:7ySc8EB354qhPQKmOw4td0	2	0.905	0.528	1	-5.116	1	0.0721	0.351	0	0.149	0.179	105.99	audio_features	7ySc8EB354qhPQKmOw4td0	https://api.spotify.com/v1/tracks/7ySc8EB354qhPQKmOw4td0	https://api.spotify.com/v1/audio-analysis/7ySc8EB354qhPQKmOw4td0	113238	4
2655	Latto	Step It Up	spotify:track:4tpSjqtLO12aIUHcSBR9rp	145	0.961	0.617	11	-5.76	1	0.344	0.26	0	0.149	0.734	125.009	audio_features	4tpSjqtLO12aIUHcSBR9rp	https://api.spotify.com/v1/tracks/4tpSjqtLO12aIUHcSBR9rp	https://api.spotify.com/v1/audio-analysis/4tpSjqtLO12aIUHcSBR9rp	161280	4
2656	Latto	Wheelie (feat. 21 Savage)	spotify:track:5lrAnzvRBQSgAkpo0WkMjB	18	0.908	0.665	1	-6.231	1	0.279	0.0315	0	0.0938	0.779	148.034	audio_features	5lrAnzvRBQSgAkpo0WkMjB	https://api.spotify.com/v1/tracks/5lrAnzvRBQSgAkpo0WkMjB	https://api.spotify.com/v1/audio-analysis/5lrAnzvRBQSgAkpo0WkMjB	170270	4
2657	Lauv	Easy Love	spotify:track:0pCxQv8dlUNFvWaySFx6y7	2	0.744	0.481	2	-8.291	1	0.0541	0.304	3.67E-06	0.0808	0.229	136.997	audio_features	0pCxQv8dlUNFvWaySFx6y7	https://api.spotify.com/v1/tracks/0pCxQv8dlUNFvWaySFx6y7	https://api.spotify.com/v1/audio-analysis/0pCxQv8dlUNFvWaySFx6y7	224449	4
2658	Lauv	Easy Love	spotify:track:732Sqj2piYPhdMPENP4axz	43	0.745	0.481	2	-8.291	1	0.054	0.302	3.67E-06	0.0808	0.229	137.001	audio_features	732Sqj2piYPhdMPENP4axz	https://api.spotify.com/v1/tracks/732Sqj2piYPhdMPENP4axz	https://api.spotify.com/v1/audio-analysis/732Sqj2piYPhdMPENP4axz	224449	4
2659	Lauv	I Like Me Better	spotify:track:1wjzFQodRWrPcQ0AnYnvQ9	5	0.752	0.505	9	-7.621	1	0.253	0.535	2.55E-06	0.104	0.419	91.97	audio_features	1wjzFQodRWrPcQ0AnYnvQ9	https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9	https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9	197437	4
2660	Lay Bankz	Ick	spotify:track:7nn4MXs89QymmNzRreTywe	10	0.92	0.759	2	-3.349	1	0.108	0.274	7.38E-06	0.259	0.598	137.961	audio_features	7nn4MXs89QymmNzRreTywe	https://api.spotify.com/v1/tracks/7nn4MXs89QymmNzRreTywe	https://api.spotify.com/v1/audio-analysis/7nn4MXs89QymmNzRreTywe	115725	4
2661	Layton Greene	Myself	spotify:track:2XiAlDIvYgudvl01wdpGRI	73	0.357	0.533	11	-8.126	1	0.0777	0.723	0	0.101	0.318	138.086	audio_features	2XiAlDIvYgudvl01wdpGRI	https://api.spotify.com/v1/tracks/2XiAlDIvYgudvl01wdpGRI	https://api.spotify.com/v1/audio-analysis/2XiAlDIvYgudvl01wdpGRI	222912	4
2662	Lea Salonga	A Girl Worth Fighting For	spotify:track:3wjgPeXocinhLyPL37p70e	3	0.368	0.35	4	-17.313	1	0.0617	0.564	0	0.281	0.849	175.741	audio_features	3wjgPeXocinhLyPL37p70e	https://api.spotify.com/v1/tracks/3wjgPeXocinhLyPL37p70e	https://api.spotify.com/v1/audio-analysis/3wjgPeXocinhLyPL37p70e	146053	4
2663	Lea Salonga	A Whole New World	spotify:track:1hwdPQtFHISvZ9SXMkNrIK	7	0.283	0.227	0	-15.793	1	0.0366	0.846	2.08E-06	0.1	0.128	121.419	audio_features	1hwdPQtFHISvZ9SXMkNrIK	https://api.spotify.com/v1/tracks/1hwdPQtFHISvZ9SXMkNrIK	https://api.spotify.com/v1/audio-analysis/1hwdPQtFHISvZ9SXMkNrIK	160800	4
2664	Lea Salonga	Honor To Us All - From "Mulan"/Soundtrack	spotify:track:0zFkfMlTT13NMtK9FAscYp	4	0.462	0.399	7	-12.374	1	0.0635	0.451	0	0.389	0.73	167.961	audio_features	0zFkfMlTT13NMtK9FAscYp	https://api.spotify.com/v1/tracks/0zFkfMlTT13NMtK9FAscYp	https://api.spotify.com/v1/audio-analysis/0zFkfMlTT13NMtK9FAscYp	181160	4
2665	Lea Salonga	Reflection - From "Mulan" / Soundtrack Version	spotify:track:4ASPjY65S7crmZBHML0L8d	5	0.321	0.29	9	-13.927	1	0.0343	0.799	0.00324	0.361	0.0783	92.375	audio_features	4ASPjY65S7crmZBHML0L8d	https://api.spotify.com/v1/tracks/4ASPjY65S7crmZBHML0L8d	https://api.spotify.com/v1/audio-analysis/4ASPjY65S7crmZBHML0L8d	146840	4
2666	Lebo M.	The Lion Sleeps Tonight - From "The Lion King"/Original Broadway Cast Recording	spotify:track:3je1pkjiD7TLndoW6jqjoj	4	0.548	0.383	4	-15.27	1	0.0606	0.658	1.34E-05	0.124	0.565	68.176	audio_features	3je1pkjiD7TLndoW6jqjoj	https://api.spotify.com/v1/tracks/3je1pkjiD7TLndoW6jqjoj	https://api.spotify.com/v1/audio-analysis/3je1pkjiD7TLndoW6jqjoj	69760	4
2667	Lebra Jolie	Give U Some (feat. Rob49)	spotify:track:1SDPlyCpP441BhYKcupxc0	4	0.945	0.682	4	-7.295	0	0.311	0.0177	0	0.0813	0.84	102.489	audio_features	1SDPlyCpP441BhYKcupxc0	https://api.spotify.com/v1/tracks/1SDPlyCpP441BhYKcupxc0	https://api.spotify.com/v1/audio-analysis/1SDPlyCpP441BhYKcupxc0	142896	4
2668	Ledisi	Give You More	spotify:track:60VO6mNLla2ouPsDyq6Gtu	2	0.674	0.695	8	-5.883	0	0.127	0.0367	0	0.0706	0.635	90.019	audio_features	60VO6mNLla2ouPsDyq6Gtu	https://api.spotify.com/v1/tracks/60VO6mNLla2ouPsDyq6Gtu	https://api.spotify.com/v1/audio-analysis/60VO6mNLla2ouPsDyq6Gtu	208960	4
