	artist_name	track_name	uri	num_listens	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	track_href	analysis_url	duration_ms	time_signature
0	$NOT	GOSHA	spotify:track:0j8ppsOOawdPCJnSTcXgOy	52	0.847	0.448	0	-10.14	1	0.416	0.81	1.35E-05	0.325	0.488	79.975	audio_features	0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/tracks/0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/audio-analysis/0j8ppsOOawdPCJnSTcXgOy	120000	4
1	$NOT	Mean	spotify:track:3PXi72ZtSqx1PZc40KS0Qj	2	0.844	0.72	1	-7.418	0	0.3	0.169	0	0.0797	0.631	99.917	audio_features	3PXi72ZtSqx1PZc40KS0Qj	https://api.spotify.com/v1/tracks/3PXi72ZtSqx1PZc40KS0Qj	https://api.spotify.com/v1/audio-analysis/3PXi72ZtSqx1PZc40KS0Qj	125853	4
2	$NOT	Moon & Stars (feat. Maggie Lindemann)	spotify:track:3oGbHF3Kdwf3AsRCbBjUxu	62	0.713	0.47	9	-8.698	1	0.0864	0.606	1.35E-05	0.306	0.0825	84.518	audio_features	3oGbHF3Kdwf3AsRCbBjUxu	https://api.spotify.com/v1/tracks/3oGbHF3Kdwf3AsRCbBjUxu	https://api.spotify.com/v1/audio-analysis/3oGbHF3Kdwf3AsRCbBjUxu	187587	4
3	$NOT	SIMPLE	spotify:track:43KrLcrVbDBimYtjKswIL3	44	0.834	0.655	8	-8.51	0	0.28	0.464	1.73E-06	0.116	0.87	100.023	audio_features	43KrLcrVbDBimYtjKswIL3	https://api.spotify.com/v1/tracks/43KrLcrVbDBimYtjKswIL3	https://api.spotify.com/v1/audio-analysis/43KrLcrVbDBimYtjKswIL3	154800	4
4	$hyfromdatre	6000 Degrees (AH HA)	spotify:track:5no1uAP51SFQzZqITUxsfG	23	0.918	0.517	2	-7.085	1	0.156	0.0365	0	0.0998	0.158	131.983	audio_features	5no1uAP51SFQzZqITUxsfG	https://api.spotify.com/v1/tracks/5no1uAP51SFQzZqITUxsfG	https://api.spotify.com/v1/audio-analysis/5no1uAP51SFQzZqITUxsfG	102873	4
5	*NSYNC	Bye Bye Bye	spotify:track:62bOmKYxYg7dhrC6gH9vFn	3	0.61	0.926	8	-4.843	0	0.0479	0.031	0.0012	0.0821	0.861	172.638	audio_features	62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn	200400	4
6	112	Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix	spotify:track:6zOg9gP62RJSsKFeOBAgvH	104	0.764	0.525	8	-5.969	1	0.048	0.0296	0	0.0993	0.787	95.813	audio_features	6zOg9gP62RJSsKFeOBAgvH	https://api.spotify.com/v1/tracks/6zOg9gP62RJSsKFeOBAgvH	https://api.spotify.com/v1/audio-analysis/6zOg9gP62RJSsKFeOBAgvH	289413	4
7	112	Peaches & Cream	spotify:track:2SLZ2rX5773RS16mcqBxG7	6	0.677	0.52	4	-6.255	0	0.334	0.00277	0	0.0532	0.768	203.862	audio_features	2SLZ2rX5773RS16mcqBxG7	https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7	https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7	193093	4
8	112	U Already Know	spotify:track:0ahRDzkKq0KEi7FRoHb0qk	2	0.694	0.511	8	-9.34	1	0.0449	0.274	0	0.166	0.931	87.014	audio_features	0ahRDzkKq0KEi7FRoHb0qk	https://api.spotify.com/v1/tracks/0ahRDzkKq0KEi7FRoHb0qk	https://api.spotify.com/v1/audio-analysis/0ahRDzkKq0KEi7FRoHb0qk	198880	4
9	11:11	All Year	spotify:track:5LbXnDbn75IQSm5FCTANHd	11	0.541	0.55	5	-8.051	0	0.0949	0.189	0.000728	0.11	0.253	155.767	audio_features	5LbXnDbn75IQSm5FCTANHd	https://api.spotify.com/v1/tracks/5LbXnDbn75IQSm5FCTANHd	https://api.spotify.com/v1/audio-analysis/5LbXnDbn75IQSm5FCTANHd	209579	4
10	2 Chainz	4:00 AM	spotify:track:1nX9KhK3Fff27SnrIor2Yb	123	0.796	0.5	1	-7.21	1	0.425	0.118	0	0.155	0.227	75.012	audio_features	1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb	255560	4
11	2 Chainz	4:00 AM	spotify:track:4r4PJQBHAE0bIKCjunhTgd	9	0.801	0.502	1	-7.169	1	0.408	0.141	0	0.153	0.215	75.019	audio_features	4r4PJQBHAE0bIKCjunhTgd	https://api.spotify.com/v1/tracks/4r4PJQBHAE0bIKCjunhTgd	https://api.spotify.com/v1/audio-analysis/4r4PJQBHAE0bIKCjunhTgd	255557	4
12	2 Chainz	Bigger Than You (feat. Drake & Quavo)	spotify:track:5S1IUPueD0xE0vj4zU3nSf	6	0.888	0.515	1	-6.246	1	0.271	0.247	0	0.446	0.264	141.009	audio_features	5S1IUPueD0xE0vj4zU3nSf	https://api.spotify.com/v1/tracks/5S1IUPueD0xE0vj4zU3nSf	https://api.spotify.com/v1/audio-analysis/5S1IUPueD0xE0vj4zU3nSf	225893	4
13	2 Chainz	Birthday Song	spotify:track:5qkWTBmDmZjogwIvbKtJQv	4	0.753	0.59	1	-2.623	1	0.0485	0.0591	0	0.15	0.161	140.002	audio_features	5qkWTBmDmZjogwIvbKtJQv	https://api.spotify.com/v1/tracks/5qkWTBmDmZjogwIvbKtJQv	https://api.spotify.com/v1/audio-analysis/5qkWTBmDmZjogwIvbKtJQv	306600	4
14	2 Chainz	Feel A Way (feat. Kanye West & Brent Faiyaz)	spotify:track:1GxoFQZxD7tFhQFUD9F0dD	44	0.859	0.727	10	-5.598	0	0.073	0.358	0.000752	0.332	0.688	149.932	audio_features	1GxoFQZxD7tFhQFUD9F0dD	https://api.spotify.com/v1/tracks/1GxoFQZxD7tFhQFUD9F0dD	https://api.spotify.com/v1/audio-analysis/1GxoFQZxD7tFhQFUD9F0dD	213529	4
15	2 Chainz	It's A Vibe	spotify:track:6H0AwSQ20mo62jGlPGB8S6	259	0.822	0.502	7	-7.38	1	0.148	0.0312	0.000887	0.114	0.525	73.003	audio_features	6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6	210200	4
16	21 Savage	Bank Account	spotify:track:2fQrGHiQOvpL9UgPvtYy6G	32	0.884	0.347	8	-8.227	0	0.35	0.015	7.00E-06	0.0871	0.376	75.016	audio_features	2fQrGHiQOvpL9UgPvtYy6G	https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G	https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G	220307	4
17	21 Savage	Bank Account	spotify:track:5eqK0tbzUPo2SoeZsov04s	4	0.884	0.347	8	-8.227	0	0.35	0.015	7.00E-06	0.0871	0.376	75.016	audio_features	5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/audio-analysis/5eqK0tbzUPo2SoeZsov04s	220307	4
18	21 Savage	Dip Dip	spotify:track:3xAXYCtd98G5G0SSJAHtqd	20	0.726	0.597	7	-8.574	1	0.145	0.128	0.0326	0.131	0.367	83.021	audio_features	3xAXYCtd98G5G0SSJAHtqd	https://api.spotify.com/v1/tracks/3xAXYCtd98G5G0SSJAHtqd	https://api.spotify.com/v1/audio-analysis/3xAXYCtd98G5G0SSJAHtqd	151615	4
19	21 Savage	Ghostface Killers (feat. Travis Scott)	spotify:track:5u6vkDnOyaf8LsteDAj2ub	2	0.782	0.435	2	-7.033	1	0.156	0.333	1.31E-05	0.342	0.242	82.996	audio_features	5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub	268933	4
20	21 Savage	Glock In My Lap	spotify:track:6pcywuOeGGWeOQzdUyti6k	51	0.847	0.733	10	-6.439	0	0.16	0.00574	1.04E-05	0.151	0.202	130.029	audio_features	6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k	193591	4
21	21 Savage	Immortal	spotify:track:4IO8X9W69dIQe0EC5ALXhq	2	0.741	0.87	6	-3.494	0	0.503	0.00813	0	0.114	0.663	184.194	audio_features	4IO8X9W69dIQe0EC5ALXhq	https://api.spotify.com/v1/tracks/4IO8X9W69dIQe0EC5ALXhq	https://api.spotify.com/v1/audio-analysis/4IO8X9W69dIQe0EC5ALXhq	254723	4
22	21 Savage	No Heart	spotify:track:4gmmRb6bZJffOOiww1JGTO	38	0.906	0.444	4	-8.692	0	0.384	0.136	6.44E-05	0.173	0.678	140.063	audio_features	4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO	235040	4
23	21 Savage	Rich Nigga Shit (feat. Young Thug)	spotify:track:3ruoIF2UnoXdzK8mR61ebq	89	0.825	0.733	1	-5.625	0	0.0969	0.349	0	0.112	0.62	97.974	audio_features	3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq	190331	4
24	21 Savage	Secret (feat. Summer Walker)	spotify:track:67lKDoCZbRCJDa4RT68eme	93	0.727	0.496	5	-10.386	0	0.178	0.0893	0.00011	0.0987	0.504	130.061	audio_features	67lKDoCZbRCJDa4RT68eme	https://api.spotify.com/v1/tracks/67lKDoCZbRCJDa4RT68eme	https://api.spotify.com/v1/audio-analysis/67lKDoCZbRCJDa4RT68eme	210462	4
25	21 Savage	X (feat. Future)	spotify:track:6fwdbPMwP1zVStm8FybmkO	2	0.835	0.413	1	-9.81	1	0.396	0.373	0.00133	0.101	0.111	149.004	audio_features	6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO	258880	4
26	21 Savage	ball w/o you	spotify:track:50a8bKqlwDEqeiEknrzkTO	78	0.892	0.633	8	-7.471	1	0.0902	0.0467	0.000189	0.139	0.459	137.994	audio_features	50a8bKqlwDEqeiEknrzkTO	https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO	https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO	195047	4
27	2ONE!2	Don't Trust Me	spotify:track:6s8T3AuXULZbAMXSYDsai9	6	0.802	0.507	7	-10.204	0	0.112	0.0332	0	0.103	0.404	129.999	audio_features	6s8T3AuXULZbAMXSYDsai9	https://api.spotify.com/v1/tracks/6s8T3AuXULZbAMXSYDsai9	https://api.spotify.com/v1/audio-analysis/6s8T3AuXULZbAMXSYDsai9	186224	4
28	2Pac	All Eyez On Me (ft. Big Syke)	spotify:track:4VQNCzfZ3MdHEwwErNXpBo	25	0.872	0.723	1	-5.968	1	0.247	0.0293	0	0.327	0.843	93.279	audio_features	4VQNCzfZ3MdHEwwErNXpBo	https://api.spotify.com/v1/tracks/4VQNCzfZ3MdHEwwErNXpBo	https://api.spotify.com/v1/audio-analysis/4VQNCzfZ3MdHEwwErNXpBo	307773	4
29	2Pac	All Eyez On Me (ft. Big Syke)	spotify:track:5e7ldn9Kwo8Aw9Z8ql9cDj	6	0.873	0.719	1	-5.948	1	0.248	0.03	0	0.333	0.858	93.281	audio_features	5e7ldn9Kwo8Aw9Z8ql9cDj	https://api.spotify.com/v1/tracks/5e7ldn9Kwo8Aw9Z8ql9cDj	https://api.spotify.com/v1/audio-analysis/5e7ldn9Kwo8Aw9Z8ql9cDj	307773	4
30	2Pac	All Eyez On Me (ft. Big Syke)	spotify:track:7veVPULTv4AFpCtOGwDop7	7	0.873	0.719	1	-5.948	1	0.248	0.03	0	0.333	0.858	93.281	audio_features	7veVPULTv4AFpCtOGwDop7	https://api.spotify.com/v1/tracks/7veVPULTv4AFpCtOGwDop7	https://api.spotify.com/v1/audio-analysis/7veVPULTv4AFpCtOGwDop7	307773	4
31	2Pac	California Love - Original Version	spotify:track:3ia3dJETSOllPsv3LJkE35	7	0.763	0.85	7	-3.052	1	0.0417	0.0304	1.21E-06	0.371	0.761	91.519	audio_features	3ia3dJETSOllPsv3LJkE35	https://api.spotify.com/v1/tracks/3ia3dJETSOllPsv3LJkE35	https://api.spotify.com/v1/audio-analysis/3ia3dJETSOllPsv3LJkE35	284907	4
32	2Pac	Do For Love	spotify:track:4AE7Lj39VnSZNOmGH2iZaq	108	0.874	0.63	1	-3.585	1	0.298	0.0578	0.00479	0.0582	0.717	95	audio_features	4AE7Lj39VnSZNOmGH2iZaq	https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq	https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq	281600	4
33	2Pac	Hit 'Em Up - Single Version	spotify:track:0Z2J91b2iTGLVTZC4fKgxf	37	0.916	0.844	7	-3.967	1	0.236	0.0394	0	0.0778	0.586	95.19	audio_features	0Z2J91b2iTGLVTZC4fKgxf	https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf	https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf	312627	4
34	2Pac	I Get Around	spotify:track:4voEoczU7Ijborps9XF1n3	92	0.846	0.416	10	-13.767	0	0.118	0.156	9.34E-06	0.238	0.645	96.188	audio_features	4voEoczU7Ijborps9XF1n3	https://api.spotify.com/v1/tracks/4voEoczU7Ijborps9XF1n3	https://api.spotify.com/v1/audio-analysis/4voEoczU7Ijborps9XF1n3	259000	4
35	2Pac	Run Tha Streetz (ft. Michel'le, Storm, Mutah)	spotify:track:4FzMYYcuQg10kBzXgauodD	3	0.791	0.781	10	-4.315	0	0.23	0.114	2.43E-06	0.171	0.689	166.965	audio_features	4FzMYYcuQg10kBzXgauodD	https://api.spotify.com/v1/tracks/4FzMYYcuQg10kBzXgauodD	https://api.spotify.com/v1/audio-analysis/4FzMYYcuQg10kBzXgauodD	316400	4
36	2Pac	Troublesome '96	spotify:track:54hFBqrtiWfrh5WQJZwguj	3	0.865	0.924	1	-3.489	1	0.226	0.145	4.43E-05	0.383	0.557	97.523	audio_features	54hFBqrtiWfrh5WQJZwguj	https://api.spotify.com/v1/tracks/54hFBqrtiWfrh5WQJZwguj	https://api.spotify.com/v1/audio-analysis/54hFBqrtiWfrh5WQJZwguj	277267	4
37	3LW	No More (Baby I'ma Do Right)	spotify:track:5zn1hpm9N0ylKB7kOtpCw2	4	0.721	0.723	2	-7.08	0	0.0631	0.102	4.40E-06	0.0651	0.761	88.933	audio_features	5zn1hpm9N0ylKB7kOtpCw2	https://api.spotify.com/v1/tracks/5zn1hpm9N0ylKB7kOtpCw2	https://api.spotify.com/v1/audio-analysis/5zn1hpm9N0ylKB7kOtpCw2	263440	4
38	5 Seconds of Summer	She's Kinda Hot	spotify:track:5fsQSDifYpjfbCqvZKPVBj	21	0.664	0.908	4	-4.806	1	0.0317	0.00182	0	0.109	0.889	118.031	audio_features	5fsQSDifYpjfbCqvZKPVBj	https://api.spotify.com/v1/tracks/5fsQSDifYpjfbCqvZKPVBj	https://api.spotify.com/v1/audio-analysis/5fsQSDifYpjfbCqvZKPVBj	216454	4
39	5 Seconds of Summer	Youngblood	spotify:track:2iUXsYOEPhVqEBwsqP70rE	6	0.596	0.854	7	-5.114	0	0.463	0.0169	0	0.124	0.152	120.274	audio_features	2iUXsYOEPhVqEBwsqP70rE	https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE	https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE	203418	4
40	5 Seconds of Summer	Youngblood	spotify:track:55S2PQgSMYAhgoTCcGCDfw	7	0.596	0.854	7	-5.114	0	0.463	0.0169	0	0.124	0.152	120.274	audio_features	55S2PQgSMYAhgoTCcGCDfw	https://api.spotify.com/v1/tracks/55S2PQgSMYAhgoTCcGCDfw	https://api.spotify.com/v1/audio-analysis/55S2PQgSMYAhgoTCcGCDfw	203418	4
41	50 Cent	21 Questions	spotify:track:41bIQPBE1lFN0mmw6Lmssz	59	0.576	0.807	6	-3.908	0	0.317	0.353	0.000363	0.0512	0.908	90.012	audio_features	41bIQPBE1lFN0mmw6Lmssz	https://api.spotify.com/v1/tracks/41bIQPBE1lFN0mmw6Lmssz	https://api.spotify.com/v1/audio-analysis/41bIQPBE1lFN0mmw6Lmssz	224427	4
42	50 Cent	Best Friend	spotify:track:7jdzEA44GdSp4laVCF3Ztw	53	0.549	0.636	10	-3.923	0	0.376	0.395	0	0.0974	0.661	182.363	audio_features	7jdzEA44GdSp4laVCF3Ztw	https://api.spotify.com/v1/tracks/7jdzEA44GdSp4laVCF3Ztw	https://api.spotify.com/v1/audio-analysis/7jdzEA44GdSp4laVCF3Ztw	251547	4
43	50 Cent	Best Friend - Remix	spotify:track:1wI3UvluGGKUeFeVFsP9do	27	0.545	0.64	10	-3.529	0	0.308	0.368	0	0.111	0.574	181.733	audio_features	1wI3UvluGGKUeFeVFsP9do	https://api.spotify.com/v1/tracks/1wI3UvluGGKUeFeVFsP9do	https://api.spotify.com/v1/audio-analysis/1wI3UvluGGKUeFeVFsP9do	254493	4
44	50 Cent	Candy Shop	spotify:track:1iFOLxQ76J9oorSL2Ggdnl	20	0.609	0.528	7	-10.045	1	0.506	0.0245	3.07E-05	0.394	0.756	126.776	audio_features	1iFOLxQ76J9oorSL2Ggdnl	https://api.spotify.com/v1/tracks/1iFOLxQ76J9oorSL2Ggdnl	https://api.spotify.com/v1/audio-analysis/1iFOLxQ76J9oorSL2Ggdnl	207107	5
45	50 Cent	Candy Shop	spotify:track:5D2mYZuzcgjpchVY1pmTPh	14	0.614	0.574	11	-7.961	1	0.466	0.0253	3.20E-05	0.38	0.755	125.173	audio_features	5D2mYZuzcgjpchVY1pmTPh	https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh	https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh	209107	5
46	50 Cent	Disco Inferno	spotify:track:69bHJ9qs5FrUJbKP8xU8uZ	40	0.925	0.659	3	-4.763	1	0.231	0.206	7.88E-05	0.279	0.71	97.018	audio_features	69bHJ9qs5FrUJbKP8xU8uZ	https://api.spotify.com/v1/tracks/69bHJ9qs5FrUJbKP8xU8uZ	https://api.spotify.com/v1/audio-analysis/69bHJ9qs5FrUJbKP8xU8uZ	214227	4
47	50 Cent	Hustler's Ambition	spotify:track:0dZlON0G0od05O549PikZU	45	0.627	0.675	7	-8.299	1	0.284	0.265	0	0.309	0.662	87.93	audio_features	0dZlON0G0od05O549PikZU	https://api.spotify.com/v1/tracks/0dZlON0G0od05O549PikZU	https://api.spotify.com/v1/audio-analysis/0dZlON0G0od05O549PikZU	237347	4
48	50 Cent	Hustler's Ambition	spotify:track:7t67S1XHT4jU0GCkruG34R	2	0.604	0.737	7	-6.174	1	0.292	0.277	0	0.305	0.683	88.243	audio_features	7t67S1XHT4jU0GCkruG34R	https://api.spotify.com/v1/tracks/7t67S1XHT4jU0GCkruG34R	https://api.spotify.com/v1/audio-analysis/7t67S1XHT4jU0GCkruG34R	237613	4
49	50 Cent	In Da Club	spotify:track:4RY96Asd9IefaL3X4LOLZ8	4	0.902	0.72	6	-2.776	0	0.347	0.26	0	0.0749	0.805	90.059	audio_features	4RY96Asd9IefaL3X4LOLZ8	https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8	https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8	193467	4
50	50 Cent	Just A Lil Bit	spotify:track:4nva9EpKntUTs6CRSGBCn9	34	0.489	0.692	1	-6.672	1	0.41	0.0322	0.00608	0.315	0.527	96.946	audio_features	4nva9EpKntUTs6CRSGBCn9	https://api.spotify.com/v1/tracks/4nva9EpKntUTs6CRSGBCn9	https://api.spotify.com/v1/audio-analysis/4nva9EpKntUTs6CRSGBCn9	237707	4
51	50 Cent	P.I.M.P.	spotify:track:2D1hlMwWWXpkc3CZJ5U351	33	0.7	0.758	10	-3.012	0	0.342	0.0444	1.30E-05	0.0401	0.889	78.693	audio_features	2D1hlMwWWXpkc3CZJ5U351	https://api.spotify.com/v1/tracks/2D1hlMwWWXpkc3CZJ5U351	https://api.spotify.com/v1/audio-analysis/2D1hlMwWWXpkc3CZJ5U351	249467	4
52	6LACK	Cutting Ties	spotify:track:6lJ5aSxKHCwNBoWkZT3JeJ	4	0.792	0.605	2	-6.566	1	0.0393	0.00881	4.25E-05	0.104	0.239	139.917	audio_features	6lJ5aSxKHCwNBoWkZT3JeJ	https://api.spotify.com/v1/tracks/6lJ5aSxKHCwNBoWkZT3JeJ	https://api.spotify.com/v1/audio-analysis/6lJ5aSxKHCwNBoWkZT3JeJ	261703	4
53	6LACK	Ex Calling	spotify:track:2RwmsAOxtiRezQPmvyejb8	2	0.782	0.559	1	-7.545	1	0.258	0.00746	1.74E-05	0.232	0.076	156.018	audio_features	2RwmsAOxtiRezQPmvyejb8	https://api.spotify.com/v1/tracks/2RwmsAOxtiRezQPmvyejb8	https://api.spotify.com/v1/audio-analysis/2RwmsAOxtiRezQPmvyejb8	211960	4
54	6LACK	First Fuck	spotify:track:1u4orOe6gYxeE9xKpv11Qi	100	0.35	0.315	3	-9.753	1	0.064	0.916	2.82E-06	0.0959	0.427	88.449	audio_features	1u4orOe6gYxeE9xKpv11Qi	https://api.spotify.com/v1/tracks/1u4orOe6gYxeE9xKpv11Qi	https://api.spotify.com/v1/audio-analysis/1u4orOe6gYxeE9xKpv11Qi	205490	4
55	6LACK	Float	spotify:track:5s60G6y9HQFdYyBfwd7Lmr	2	0.854	0.478	10	-6.577	0	0.0641	0.148	0	0.0872	0.174	123.992	audio_features	5s60G6y9HQFdYyBfwd7Lmr	https://api.spotify.com/v1/tracks/5s60G6y9HQFdYyBfwd7Lmr	https://api.spotify.com/v1/audio-analysis/5s60G6y9HQFdYyBfwd7Lmr	178973	4
56	6LACK	PRBLMS	spotify:track:2wf9bp4MkChojtljddWpbO	9	0.672	0.574	9	-4.663	1	0.0993	0.0303	2.02E-06	0.18	0.106	103.019	audio_features	2wf9bp4MkChojtljddWpbO	https://api.spotify.com/v1/tracks/2wf9bp4MkChojtljddWpbO	https://api.spotify.com/v1/audio-analysis/2wf9bp4MkChojtljddWpbO	246773	4
57	6LACK	Pretty Little Fears (feat. J. Cole)	spotify:track:4at3d5QWnlibMVN75ECDrp	27	0.61	0.458	9	-11.336	1	0.36	0.696	0.000103	0.0852	0.246	192.099	audio_features	4at3d5QWnlibMVN75ECDrp	https://api.spotify.com/v1/tracks/4at3d5QWnlibMVN75ECDrp	https://api.spotify.com/v1/audio-analysis/4at3d5QWnlibMVN75ECDrp	240342	4
58	6ix9ine	FEFE (feat. Nicki Minaj & Murda Beatz)	spotify:track:2E124GmJRnBJuXbTb4cPUB	4	0.931	0.387	1	-9.127	1	0.412	0.088	0	0.136	0.376	125.978	audio_features	2E124GmJRnBJuXbTb4cPUB	https://api.spotify.com/v1/tracks/2E124GmJRnBJuXbTb4cPUB	https://api.spotify.com/v1/audio-analysis/2E124GmJRnBJuXbTb4cPUB	179405	4
59	702	Get It Together	spotify:track:4eDCsyIHTSu3cQZ5wDIyP7	4	0.791	0.186	10	-11.367	1	0.0333	0.625	2.67E-06	0.0574	0.317	114.061	audio_features	4eDCsyIHTSu3cQZ5wDIyP7	https://api.spotify.com/v1/tracks/4eDCsyIHTSu3cQZ5wDIyP7	https://api.spotify.com/v1/audio-analysis/4eDCsyIHTSu3cQZ5wDIyP7	291400	4
60	702	I Still Love You	spotify:track:7ecOjXV0WlewEXaRo2kLNn	4	0.639	0.755	0	-5.661	1	0.0488	0.0658	2.09E-05	0.33	0.506	87.062	audio_features	7ecOjXV0WlewEXaRo2kLNn	https://api.spotify.com/v1/tracks/7ecOjXV0WlewEXaRo2kLNn	https://api.spotify.com/v1/audio-analysis/7ecOjXV0WlewEXaRo2kLNn	287013	4
61	702	Where My Girls At	spotify:track:4VSyH8AkIt3kaR5xIPFVVi	7	0.705	0.725	4	-7.435	1	0.0506	0.0352	0.0149	0.194	0.76	92.186	audio_features	4VSyH8AkIt3kaR5xIPFVVi	https://api.spotify.com/v1/tracks/4VSyH8AkIt3kaR5xIPFVVi	https://api.spotify.com/v1/audio-analysis/4VSyH8AkIt3kaR5xIPFVVi	166693	4
62	88-Keys	Stay Up! (Viagra)	spotify:track:53ku8y52Z5HYhJANXvC7WN	31	0.783	0.513	1	-6.742	1	0.32	0.0359	0	0.347	0.476	90.405	audio_features	53ku8y52Z5HYhJANXvC7WN	https://api.spotify.com/v1/tracks/53ku8y52Z5HYhJANXvC7WN	https://api.spotify.com/v1/audio-analysis/53ku8y52Z5HYhJANXvC7WN	189360	4
63	88rising	History	spotify:track:4TwVtW8hS5LyLoDtJGpUOg	6	0.554	0.589	3	-8.163	0	0.231	0.613	0.000257	0.0982	0.414	74.982	audio_features	4TwVtW8hS5LyLoDtJGpUOg	https://api.spotify.com/v1/tracks/4TwVtW8hS5LyLoDtJGpUOg	https://api.spotify.com/v1/audio-analysis/4TwVtW8hS5LyLoDtJGpUOg	207308	4
64	88rising	Indigo	spotify:track:349Wc5mDu52d4Uv8Eg9WZv	128	0.819	0.664	7	-5.612	1	0.0828	0.0958	1.75E-06	0.263	0.71	144.988	audio_features	349Wc5mDu52d4Uv8Eg9WZv	https://api.spotify.com/v1/tracks/349Wc5mDu52d4Uv8Eg9WZv	https://api.spotify.com/v1/audio-analysis/349Wc5mDu52d4Uv8Eg9WZv	173473	4
65	88rising	Midsummer Madness	spotify:track:6TodWdTSDfzwgYynTZSvJn	2	0.409	0.678	9	-7.731	1	0.0878	0.359	4.76E-06	0.167	0.168	89.968	audio_features	6TodWdTSDfzwgYynTZSvJn	https://api.spotify.com/v1/tracks/6TodWdTSDfzwgYynTZSvJn	https://api.spotify.com/v1/audio-analysis/6TodWdTSDfzwgYynTZSvJn	280842	4
66	88rising	Peach Jam	spotify:track:6dktyiCWz2JYGmcPQ5D5dY	7	0.857	0.668	7	-6.816	1	0.052	0.0175	0.000595	0.101	0.624	89.986	audio_features	6dktyiCWz2JYGmcPQ5D5dY	https://api.spotify.com/v1/tracks/6dktyiCWz2JYGmcPQ5D5dY	https://api.spotify.com/v1/audio-analysis/6dktyiCWz2JYGmcPQ5D5dY	161713	4
67	8RO8	Townies	spotify:track:0olsaee5nvAvJP9D8ZfZtS	21	0.658	0.657	1	-7.323	0	0.153	0.257	4.93E-05	0.103	0.607	96.959	audio_features	0olsaee5nvAvJP9D8ZfZtS	https://api.spotify.com/v1/tracks/0olsaee5nvAvJP9D8ZfZtS	https://api.spotify.com/v1/audio-analysis/0olsaee5nvAvJP9D8ZfZtS	151015	4
