,6
all_data,"6,112,""Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix"",spotify:track:6zOg9gP62RJSsKFeOBAgvH,104,0.764,0.525,8,-5.969,1,0.048,0.0296,0.0,0.0993,0.787,95.813,audio_features,6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/tracks/6zOg9gP62RJSsKFeOBAgvH,https://api.spotify.com/v1/audio-analysis/6zOg9gP62RJSsKFeOBAgvH,289413,4"
