	artist_name	track_name	uri	0_x	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	track_href	analysis_url	duration_ms	time_signature	0_y	User
3057	French Montana	No Stylist (feat. Drake)	spotify:track:1LYYsrjs2VIKB8t534B3cm	3	0.762	0.696	5.0	-4.795	0.0	0.126	0.0172	1.33e-06	0.22	0.532	147.123	audio_features	1LYYsrjs2VIKB8t534B3cm	https://api.spotify.com/v1/tracks/1LYYsrjs2VIKB8t534B3cm	https://api.spotify.com/v1/audio-analysis/1LYYsrjs2VIKB8t534B3cm	189692.0	4.0		Sean
3058	French Montana	Unforgettable	spotify:track:3B54sVLJ402zGa6Xm4YGNe	38	0.726	0.769	6.0	-5.043	1.0	0.123	0.0293	0.0101	0.104	0.733	97.985	audio_features	3B54sVLJ402zGa6Xm4YGNe	https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe	https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe	233902.0	4.0		Sean
3059	French Montana	Unforgettable	spotify:track:3B54sVLJ402zGa6Xm4YGNe	38	0.726	0.769	6.0	-5.043	1.0	0.123	0.0293	0.0101	0.104	0.733	97.985	audio_features	3B54sVLJ402zGa6Xm4YGNe	https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe	https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe	233902.0	4.0		Sean
3060	Friday Night Plans	Fall in love with you in every 4AM.	spotify:track:2sXQnT404FrXeSEZkJXfKM	56	0.816	0.494	9.0	-9.827	1.0	0.0426	0.0621	6.05e-05	0.0999	0.336	116.973	audio_features	2sXQnT404FrXeSEZkJXfKM	https://api.spotify.com/v1/tracks/2sXQnT404FrXeSEZkJXfKM	https://api.spotify.com/v1/audio-analysis/2sXQnT404FrXeSEZkJXfKM	176354.0	4.0		Sean
3061	Friday Night Plans	Fall in love with you in every 4AM.	spotify:track:2sXQnT404FrXeSEZkJXfKM	56	0.816	0.494	9.0	-9.827	1.0	0.0426	0.0621	6.05e-05	0.0999	0.336	116.973	audio_features	2sXQnT404FrXeSEZkJXfKM	https://api.spotify.com/v1/tracks/2sXQnT404FrXeSEZkJXfKM	https://api.spotify.com/v1/audio-analysis/2sXQnT404FrXeSEZkJXfKM	176354.0	4.0		Sean
3062	Friedrich Habetler	Awaken (Pillar Men Theme)	spotify:track:2Ep3HN9i6RaG1humw1xDe5	3	0.461	0.901	1.0	-5.309	1.0	0.0328	1.64e-06	0.623	0.336	0.591	90.04	audio_features	2Ep3HN9i6RaG1humw1xDe5	https://api.spotify.com/v1/tracks/2Ep3HN9i6RaG1humw1xDe5	https://api.spotify.com/v1/audio-analysis/2Ep3HN9i6RaG1humw1xDe5	197333.0	4.0		Sean
3063	Friedrich Habetler	Awaken (Pillar Men Theme)	spotify:track:2Ep3HN9i6RaG1humw1xDe5	3	0.461	0.901	1.0	-5.309	1.0	0.0328	1.64e-06	0.623	0.336	0.591	90.04	audio_features	2Ep3HN9i6RaG1humw1xDe5	https://api.spotify.com/v1/tracks/2Ep3HN9i6RaG1humw1xDe5	https://api.spotify.com/v1/audio-analysis/2Ep3HN9i6RaG1humw1xDe5	197333.0	4.0		Sean
3064	Friedrich Habetler	"Demon Slayer Opening ""Gurenge"""	spotify:track:1jp2GqcN98MMqanbUjTkKH	1	0.29	0.78	4.0	-6.224	0.0	0.0451	0.0642	0.25	0.0552	0.361	135.018	audio_features	1jp2GqcN98MMqanbUjTkKH	https://api.spotify.com/v1/tracks/1jp2GqcN98MMqanbUjTkKH	https://api.spotify.com/v1/audio-analysis/1jp2GqcN98MMqanbUjTkKH	335556.0	4.0		Sean
3065	Friedrich Habetler	Garou's Theme	spotify:track:1m6vuozRNwWIWHVYbRxnbx	1	0.504	0.637	11.0	-8.962	0.0	0.0425	0.000465	0.878	0.139	0.341	107.956	audio_features	1m6vuozRNwWIWHVYbRxnbx	https://api.spotify.com/v1/tracks/1m6vuozRNwWIWHVYbRxnbx	https://api.spotify.com/v1/audio-analysis/1m6vuozRNwWIWHVYbRxnbx	111111.0	4.0		Sean
3066	Friedrich Habetler	Garou's Theme - Long Version	spotify:track:5EypJd5UpXlU85RPyoLeW5	2	0.529	0.769	11.0	-9.182	0.0	0.0442	9.9e-05	0.858	0.138	0.129	107.994	audio_features	5EypJd5UpXlU85RPyoLeW5	https://api.spotify.com/v1/tracks/5EypJd5UpXlU85RPyoLeW5	https://api.spotify.com/v1/audio-analysis/5EypJd5UpXlU85RPyoLeW5	274444.0	4.0		Sean
3067	Friedrich Habetler	Garou's Theme - Long Version	spotify:track:5EypJd5UpXlU85RPyoLeW5	2	0.529	0.769	11.0	-9.182	0.0	0.0442	9.9e-05	0.858	0.138	0.129	107.994	audio_features	5EypJd5UpXlU85RPyoLeW5	https://api.spotify.com/v1/tracks/5EypJd5UpXlU85RPyoLeW5	https://api.spotify.com/v1/audio-analysis/5EypJd5UpXlU85RPyoLeW5	274444.0	4.0		Sean
3068	Friedrich Habetler	Genos Theme Version 2	spotify:track:5mjTOBaG77oBerYJ8rDtNI	1	0.473	0.983	2.0	-6.43	1.0	0.0449	2.83e-05	0.844	0.181	0.741	130.024	audio_features	5mjTOBaG77oBerYJ8rDtNI	https://api.spotify.com/v1/tracks/5mjTOBaG77oBerYJ8rDtNI	https://api.spotify.com/v1/audio-analysis/5mjTOBaG77oBerYJ8rDtNI	258462.0	4.0		Sean
3069	Friedrich Habetler	Giorno's Theme	spotify:track:0oFPCGIO4t2cmOkksXknoD	1	0.471	0.783	11.0	-6.005	1.0	0.0579	6.96e-06	0.825	0.209	0.483	137.981	audio_features	0oFPCGIO4t2cmOkksXknoD	https://api.spotify.com/v1/tracks/0oFPCGIO4t2cmOkksXknoD	https://api.spotify.com/v1/audio-analysis/0oFPCGIO4t2cmOkksXknoD	306322.0	4.0		Sean
3070	Friedrich Habetler	Giorno's Theme - Giorno Approved	spotify:track:7Jn1mqs4BNkTRTxxJrygVa	1	0.471	0.924	6.0	-5.714	0.0	0.139	5.67e-05	0.397	0.161	0.505	137.993	audio_features	7Jn1mqs4BNkTRTxxJrygVa	https://api.spotify.com/v1/tracks/7Jn1mqs4BNkTRTxxJrygVa	https://api.spotify.com/v1/audio-analysis/7Jn1mqs4BNkTRTxxJrygVa	306087.0	4.0		Sean
3071	Friedrich Habetler	Kakyoin's Theme	spotify:track:4PsuLjfNWfcBWLaN4e6V0i	21	0.463	0.864	10.0	-4.739	1.0	0.0337	2.46e-05	0.733	0.146	0.291	139.962	audio_features	4PsuLjfNWfcBWLaN4e6V0i	https://api.spotify.com/v1/tracks/4PsuLjfNWfcBWLaN4e6V0i	https://api.spotify.com/v1/audio-analysis/4PsuLjfNWfcBWLaN4e6V0i	310393.0	4.0		Sean
3072	Friedrich Habetler	Kakyoin's Theme	spotify:track:4PsuLjfNWfcBWLaN4e6V0i	21	0.463	0.864	10.0	-4.739	1.0	0.0337	2.46e-05	0.733	0.146	0.291	139.962	audio_features	4PsuLjfNWfcBWLaN4e6V0i	https://api.spotify.com/v1/tracks/4PsuLjfNWfcBWLaN4e6V0i	https://api.spotify.com/v1/audio-analysis/4PsuLjfNWfcBWLaN4e6V0i	310393.0	4.0		Sean
3073	Friedrich Habetler	Kakyoin's Theme	spotify:track:6GHAu1t55CtdW5wMXxXK3x	1	0.464	0.864	10.0	-4.739	1.0	0.0337	2.46e-05	0.736	0.146	0.292	139.96	audio_features	6GHAu1t55CtdW5wMXxXK3x	https://api.spotify.com/v1/tracks/6GHAu1t55CtdW5wMXxXK3x	https://api.spotify.com/v1/audio-analysis/6GHAu1t55CtdW5wMXxXK3x	310393.0	4.0		Sean
3074	Friedrich Habetler	Red Riot Theme	spotify:track:0hakJoPGKuYIwvR8kY5zQS	1	0.464	0.664	7.0	-10.886	1.0	0.033	0.000437	0.881	0.206	0.194	110.035	audio_features	0hakJoPGKuYIwvR8kY5zQS	https://api.spotify.com/v1/tracks/0hakJoPGKuYIwvR8kY5zQS	https://api.spotify.com/v1/audio-analysis/0hakJoPGKuYIwvR8kY5zQS	284727.0	4.0		Sean
3075	Friedrich Habetler	United State of Smash	spotify:track:77fWw3H5Omr34fIK7Cc0Kz	1	0.34	0.611	1.0	-12.283	1.0	0.041	0.0421	0.966	0.918	0.49	152.864	audio_features	77fWw3H5Omr34fIK7Cc0Kz	https://api.spotify.com/v1/tracks/77fWw3H5Omr34fIK7Cc0Kz	https://api.spotify.com/v1/audio-analysis/77fWw3H5Omr34fIK7Cc0Kz	96291.0	3.0		Sean
3076	Friedrich Habetler	"You Say Run (From ""My Hero Academia"")"	spotify:track:5CbfwkvDjxhgCvfZnvE40B	1	0.322	0.804	7.0	-8.241	1.0	0.046	9.04e-05	0.945	0.234	0.335	174.959	audio_features	5CbfwkvDjxhgCvfZnvE40B	https://api.spotify.com/v1/tracks/5CbfwkvDjxhgCvfZnvE40B	https://api.spotify.com/v1/audio-analysis/5CbfwkvDjxhgCvfZnvE40B	226286.0	4.0		Sean
3077	Frou Frou	A New Kind Of Love - Demo	spotify:track:3fuyYaLhZ2RoP9eWpvfP1H	1	0.674	0.487	9.0	-13.307	1.0	0.0331	0.169	0.00411	0.127	0.329	132.97	audio_features	3fuyYaLhZ2RoP9eWpvfP1H	https://api.spotify.com/v1/tracks/3fuyYaLhZ2RoP9eWpvfP1H	https://api.spotify.com/v1/audio-analysis/3fuyYaLhZ2RoP9eWpvfP1H	259073.0	4.0		Sean
3078	Frozen Silence	"Traitor's Requiem (From ""Jojo's Bizarre Adventure: Golden Wind"")"	spotify:track:6ijpoCCis3DdkwHRo7qfWc	1	0.671	0.0354	11.0	-22.204	1.0	0.103	0.973	0.648	0.213	0.0767	124.755	audio_features	6ijpoCCis3DdkwHRo7qfWc	https://api.spotify.com/v1/tracks/6ijpoCCis3DdkwHRo7qfWc	https://api.spotify.com/v1/audio-analysis/6ijpoCCis3DdkwHRo7qfWc	111393.0	4.0		Sean
3079	Fthmlss	Waiting	spotify:track:3gzUcCMArMURXCTB7pbGWD	1	0.496	0.199	7.0	-17.063	0.0	0.169	0.775	0.882	0.346	0.253	82.068	audio_features	3gzUcCMArMURXCTB7pbGWD	https://api.spotify.com/v1/tracks/3gzUcCMArMURXCTB7pbGWD	https://api.spotify.com/v1/audio-analysis/3gzUcCMArMURXCTB7pbGWD	127370.0	4.0		Sean
3080	Fuerza Regida	TQM	spotify:track:368eeEO3Y2uZUQ6S5oIjcu	2	0.786	0.853	5.0	-4.955	0.0	0.0589	0.273	0.0	0.106	0.963	125.107	audio_features	368eeEO3Y2uZUQ6S5oIjcu	https://api.spotify.com/v1/tracks/368eeEO3Y2uZUQ6S5oIjcu	https://api.spotify.com/v1/audio-analysis/368eeEO3Y2uZUQ6S5oIjcu	157252.0	3.0		Sean
3081	Fuerza Regida	TQM	spotify:track:368eeEO3Y2uZUQ6S5oIjcu	2	0.786	0.853	5.0	-4.955	0.0	0.0589	0.273	0.0	0.106	0.963	125.107	audio_features	368eeEO3Y2uZUQ6S5oIjcu	https://api.spotify.com/v1/tracks/368eeEO3Y2uZUQ6S5oIjcu	https://api.spotify.com/v1/audio-analysis/368eeEO3Y2uZUQ6S5oIjcu	157252.0	3.0		Sean
3082	Fugees	Killing Me Softly With His Song	spotify:track:0Q0IVlqMV64kNLlwjPj0Hl	2	0.765	0.29	4.0	-17.117	0.0	0.139	0.0279	0.0	0.571	0.506	92.409	audio_features	0Q0IVlqMV64kNLlwjPj0Hl	https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl	https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl	298773.0	4.0		Sean
3083	Fugees	Killing Me Softly With His Song	spotify:track:0Q0IVlqMV64kNLlwjPj0Hl	2	0.765	0.29	4.0	-17.117	0.0	0.139	0.0279	0.0	0.571	0.506	92.409	audio_features	0Q0IVlqMV64kNLlwjPj0Hl	https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl	https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl	298773.0	4.0		Sean
3084	Fujii Kaze	Matsuri	spotify:track:7AMGgAPFczs3wJgMqu6Eqi	3	0.663	0.731	1.0	-7.335	1.0	0.0338	0.00892	0.0502	0.293	0.356	97.025	audio_features	7AMGgAPFczs3wJgMqu6Eqi	https://api.spotify.com/v1/tracks/7AMGgAPFczs3wJgMqu6Eqi	https://api.spotify.com/v1/audio-analysis/7AMGgAPFczs3wJgMqu6Eqi	225920.0	4.0		Sean
3085	Fujii Kaze	Matsuri	spotify:track:7AMGgAPFczs3wJgMqu6Eqi	3	0.663	0.731	1.0	-7.335	1.0	0.0338	0.00892	0.0502	0.293	0.356	97.025	audio_features	7AMGgAPFczs3wJgMqu6Eqi	https://api.spotify.com/v1/tracks/7AMGgAPFczs3wJgMqu6Eqi	https://api.spotify.com/v1/audio-analysis/7AMGgAPFczs3wJgMqu6Eqi	225920.0	4.0		Sean
3086	Fujii Kaze	Shinunoga E-Wa	spotify:track:0o9zmvc5f3EFApU52PPIyW	36	0.6	0.76	6.0	-6.124	0.0	0.0452	0.166	4.09e-05	0.189	0.519	158.078	audio_features	0o9zmvc5f3EFApU52PPIyW	https://api.spotify.com/v1/tracks/0o9zmvc5f3EFApU52PPIyW	https://api.spotify.com/v1/audio-analysis/0o9zmvc5f3EFApU52PPIyW	185573.0	4.0		Sean
3087	Fujii Kaze	Shinunoga E-Wa	spotify:track:0o9zmvc5f3EFApU52PPIyW	36	0.6	0.76	6.0	-6.124	0.0	0.0452	0.166	4.09e-05	0.189	0.519	158.078	audio_features	0o9zmvc5f3EFApU52PPIyW	https://api.spotify.com/v1/tracks/0o9zmvc5f3EFApU52PPIyW	https://api.spotify.com/v1/audio-analysis/0o9zmvc5f3EFApU52PPIyW	185573.0	4.0		Sean
3088	Fujii Kaze	Workin' Hard	spotify:track:0Whfa8wikSDUvtB5mzYOGH	1	0.74	0.664	2.0	-6.106	0.0	0.086	0.0336	0.000314	0.0996	0.522	90.0	audio_features	0Whfa8wikSDUvtB5mzYOGH	https://api.spotify.com/v1/tracks/0Whfa8wikSDUvtB5mzYOGH	https://api.spotify.com/v1/audio-analysis/0Whfa8wikSDUvtB5mzYOGH	239071.0	4.0		Sean
3089	Fujii Kaze	grace	spotify:track:7tnYsRepXLaNhqj4xtcWP2	1	0.668	0.685	7.0	-8.765	1.0	0.0472	0.0822	0.0257	0.319	0.637	108.971	audio_features	7tnYsRepXLaNhqj4xtcWP2	https://api.spotify.com/v1/tracks/7tnYsRepXLaNhqj4xtcWP2	https://api.spotify.com/v1/audio-analysis/7tnYsRepXLaNhqj4xtcWP2	289541.0	4.0		Sean
3090	Fujii Kaze	優しさ	spotify:track:0f3Ce9xjHymExIpEyHUC8D	1	0.598	0.706	1.0	-6.827	1.0	0.0491	0.11	0.0	0.0925	0.262	133.847	audio_features	0f3Ce9xjHymExIpEyHUC8D	https://api.spotify.com/v1/tracks/0f3Ce9xjHymExIpEyHUC8D	https://api.spotify.com/v1/audio-analysis/0f3Ce9xjHymExIpEyHUC8D	240080.0	4.0		Sean
3091	Funkin' Sound Team	Bopeebo	spotify:track:6n5m8DLQnYkcrPqBWAsD8Z	1	0.657	0.723	10.0	-9.095	0.0	0.0325	0.0255	0.402	0.147	0.976	99.985	audio_features	6n5m8DLQnYkcrPqBWAsD8Z	https://api.spotify.com/v1/tracks/6n5m8DLQnYkcrPqBWAsD8Z	https://api.spotify.com/v1/audio-analysis/6n5m8DLQnYkcrPqBWAsD8Z	81600.0	4.0		Sean
3092	Funkin' Sound Team	Game Over (Don't Stop)	spotify:track:5AqnKMGb87L7CaCtdQfAVr	1	0.852	0.4	0.0	-9.656	0.0	0.0786	0.561	0.962	0.0791	0.917	99.983	audio_features	5AqnKMGb87L7CaCtdQfAVr	https://api.spotify.com/v1/tracks/5AqnKMGb87L7CaCtdQfAVr	https://api.spotify.com/v1/audio-analysis/5AqnKMGb87L7CaCtdQfAVr	84000.0	4.0		Sean
3093	Funkin' Sound Team	Gettin' Freaky	spotify:track:18lIRBKT8fqq3h5aaSxRlA	1	0.888	0.806	10.0	-9.24	0.0	0.039	0.0281	0.591	0.0782	0.967	101.96	audio_features	18lIRBKT8fqq3h5aaSxRlA	https://api.spotify.com/v1/tracks/18lIRBKT8fqq3h5aaSxRlA	https://api.spotify.com/v1/audio-analysis/18lIRBKT8fqq3h5aaSxRlA	160441.0	4.0		Sean
3094	Funkin' Sound Team	Guns	spotify:track:6iS2LGGESrtI7bgQcDS9j4	1	0.359	0.86	0.0	-6.008	1.0	0.0526	0.00176	0.0115	0.446	0.72	185.039	audio_features	6iS2LGGESrtI7bgQcDS9j4	https://api.spotify.com/v1/tracks/6iS2LGGESrtI7bgQcDS9j4	https://api.spotify.com/v1/audio-analysis/6iS2LGGESrtI7bgQcDS9j4	140757.0	4.0		Sean
3095	Funkin' Sound Team	High	spotify:track:4hzH1qG3EC3r40uXF48M3f	1	0.583	0.761	2.0	-8.18	1.0	0.0502	0.0509	0.034	0.104	0.878	125.017	audio_features	4hzH1qG3EC3r40uXF48M3f	https://api.spotify.com/v1/tracks/4hzH1qG3EC3r40uXF48M3f	https://api.spotify.com/v1/audio-analysis/4hzH1qG3EC3r40uXF48M3f	105780.0	4.0		Sean
3096	Funkin' Sound Team	High	spotify:track:4hzH1qG3EC3r40uXF48M3f	1	0.583	0.761	2.0	-8.18	1.0	0.0502	0.0509	0.034	0.104	0.878	125.017	audio_features	4hzH1qG3EC3r40uXF48M3f	https://api.spotify.com/v1/tracks/4hzH1qG3EC3r40uXF48M3f	https://api.spotify.com/v1/audio-analysis/4hzH1qG3EC3r40uXF48M3f	105780.0	4.0		Sean
3097	Funkin' Sound Team	Satin Panties	spotify:track:7kBAqe2uvFggD33wvL209n	1	0.625	0.819	0.0	-8.56	1.0	0.0322	0.0746	0.743	0.0844	0.968	109.973	audio_features	7kBAqe2uvFggD33wvL209n	https://api.spotify.com/v1/tracks/7kBAqe2uvFggD33wvL209n	https://api.spotify.com/v1/audio-analysis/7kBAqe2uvFggD33wvL209n	96545.0	4.0		Sean
3098	Funkin' Sound Team	Tutorial	spotify:track:5Mgywvjx2y17GNxNoBgu9c	1	0.761	0.364	5.0	-11.188	1.0	0.0464	0.0627	0.852	0.0637	0.79	99.978	audio_features	5Mgywvjx2y17GNxNoBgu9c	https://api.spotify.com/v1/tracks/5Mgywvjx2y17GNxNoBgu9c	https://api.spotify.com/v1/audio-analysis/5Mgywvjx2y17GNxNoBgu9c	67500.0	4.0		Sean
3099	Funky DL	Ode to Nujabes - Satoshi's Luv Sic, Pt. II Lounge Remix	spotify:track:67XaIkTbfpjlYgEYZsp4yy	1	0.633	0.575	1.0	-9.194	1.0	0.0678	0.191	4.54e-05	0.142	0.684	94.365	audio_features	67XaIkTbfpjlYgEYZsp4yy	https://api.spotify.com/v1/tracks/67XaIkTbfpjlYgEYZsp4yy	https://api.spotify.com/v1/audio-analysis/67XaIkTbfpjlYgEYZsp4yy	186787.0	4.0		Sean
3100	Future	Drankin N Smokin	spotify:track:0k7wmahjkn389wAZdz19Cv	4	0.752	0.658	0.0	-6.297	1.0	0.342	0.0421	0.0	0.0927	0.387	151.951	audio_features	0k7wmahjkn389wAZdz19Cv	https://api.spotify.com/v1/tracks/0k7wmahjkn389wAZdz19Cv	https://api.spotify.com/v1/audio-analysis/0k7wmahjkn389wAZdz19Cv	213520.0	4.0		Sean
3101	Future	Drankin N Smokin	spotify:track:0k7wmahjkn389wAZdz19Cv	4	0.752	0.658	0.0	-6.297	1.0	0.342	0.0421	0.0	0.0927	0.387	151.951	audio_features	0k7wmahjkn389wAZdz19Cv	https://api.spotify.com/v1/tracks/0k7wmahjkn389wAZdz19Cv	https://api.spotify.com/v1/audio-analysis/0k7wmahjkn389wAZdz19Cv	213520.0	4.0		Sean
3102	Future	Fine China	spotify:track:5274I4mUMnYczyeXkGDWZN	4	0.656	0.542	7.0	-7.358	1.0	0.323	0.0484	0.0	0.126	0.551	166.111	audio_features	5274I4mUMnYczyeXkGDWZN	https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN	https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN	141587.0	4.0		Sean
3103	Future	Fine China	spotify:track:5274I4mUMnYczyeXkGDWZN	4	0.656	0.542	7.0	-7.358	1.0	0.323	0.0484	0.0	0.126	0.551	166.111	audio_features	5274I4mUMnYczyeXkGDWZN	https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN	https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN	141587.0	4.0		Sean
3104	Future	Hard Work Pays Off	spotify:track:6gzIcEUuswJQGfJNPYMjjv	2	0.736	0.482	4.0	-8.242	1.0	0.196	0.327	0.0	0.229	0.608	140.064	audio_features	6gzIcEUuswJQGfJNPYMjjv	https://api.spotify.com/v1/tracks/6gzIcEUuswJQGfJNPYMjjv	https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv	224507.0	4.0		Sean
3105	Future	Hard Work Pays Off	spotify:track:6gzIcEUuswJQGfJNPYMjjv	2	0.736	0.482	4.0	-8.242	1.0	0.196	0.327	0.0	0.229	0.608	140.064	audio_features	6gzIcEUuswJQGfJNPYMjjv	https://api.spotify.com/v1/tracks/6gzIcEUuswJQGfJNPYMjjv	https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv	224507.0	4.0		Sean
3106	Future	I'M ON ONE (feat. Drake)	spotify:track:6wyhUr4Xw8z5uSy0AhoZfU	1	0.773	0.707	11.0	-5.71	1.0	0.0568	0.0103	1.04e-05	0.296	0.113	76.977	audio_features	6wyhUr4Xw8z5uSy0AhoZfU	https://api.spotify.com/v1/tracks/6wyhUr4Xw8z5uSy0AhoZfU	https://api.spotify.com/v1/audio-analysis/6wyhUr4Xw8z5uSy0AhoZfU	236187.0	4.0		Sean
3107	Future	Life Is Good (feat. Drake)	spotify:track:1K5KBOgreBi5fkEHvg5ap3	51	0.795	0.574	2.0	-6.903	0.0	0.487	0.067	0.0	0.15	0.537	142.053	audio_features	1K5KBOgreBi5fkEHvg5ap3	https://api.spotify.com/v1/tracks/1K5KBOgreBi5fkEHvg5ap3	https://api.spotify.com/v1/audio-analysis/1K5KBOgreBi5fkEHvg5ap3	237918.0	4.0		Sean
3108	Future	Life Is Good (feat. Drake)	spotify:track:1K5KBOgreBi5fkEHvg5ap3	51	0.795	0.574	2.0	-6.903	0.0	0.487	0.067	0.0	0.15	0.537	142.053	audio_features	1K5KBOgreBi5fkEHvg5ap3	https://api.spotify.com/v1/tracks/1K5KBOgreBi5fkEHvg5ap3	https://api.spotify.com/v1/audio-analysis/1K5KBOgreBi5fkEHvg5ap3	237918.0	4.0		Sean
3109	Future	Life Is Good (feat. Drake)	spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc	8	0.676	0.609	2.0	-5.831	0.0	0.481	0.0706	0.0	0.152	0.508	142.037	audio_features	5yY9lUy8nbvjM1Uyo1Uqoc	https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc	https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc	237735.0	4.0		Sean
3110	Future	Life Is Good (feat. Drake)	spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc	8	0.676	0.609	2.0	-5.831	0.0	0.481	0.0706	0.0	0.152	0.508	142.037	audio_features	5yY9lUy8nbvjM1Uyo1Uqoc	https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc	https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc	237735.0	4.0		Sean
3111	Future	Low Life (feat. The Weeknd)	spotify:track:7EiZI6JVHllARrX9PUvAdX	1	0.722	0.331	8.0	-7.789	1.0	0.0726	0.337	0.282	0.146	0.102	143.961	audio_features	7EiZI6JVHllARrX9PUvAdX	https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX	https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX	313547.0	4.0		Sean
3112	Future	Mask Off	spotify:track:0VgkVdmE4gld66l8iyGjgx	3	0.833	0.434	2.0	-8.795	1.0	0.431	0.0102	0.0219	0.165	0.281	150.062	audio_features	0VgkVdmE4gld66l8iyGjgx	https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx	https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx	204600.0	4.0		Sean
3113	Future	Mask Off	spotify:track:0VgkVdmE4gld66l8iyGjgx	3	0.833	0.434	2.0	-8.795	1.0	0.431	0.0102	0.0219	0.165	0.281	150.062	audio_features	0VgkVdmE4gld66l8iyGjgx	https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx	https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx	204600.0	4.0		Sean
3114	Future	Over Your Head	spotify:track:7JsuXl9Odf3V38ksu4FWDZ	2	0.773	0.742	5.0	-5.453	0.0	0.162	0.00198	0.0	0.558	0.35	148.949	audio_features	7JsuXl9Odf3V38ksu4FWDZ	https://api.spotify.com/v1/tracks/7JsuXl9Odf3V38ksu4FWDZ	https://api.spotify.com/v1/audio-analysis/7JsuXl9Odf3V38ksu4FWDZ	186843.0	4.0		Sean
3115	Future	Over Your Head	spotify:track:7JsuXl9Odf3V38ksu4FWDZ	2	0.773	0.742	5.0	-5.453	0.0	0.162	0.00198	0.0	0.558	0.35	148.949	audio_features	7JsuXl9Odf3V38ksu4FWDZ	https://api.spotify.com/v1/tracks/7JsuXl9Odf3V38ksu4FWDZ	https://api.spotify.com/v1/audio-analysis/7JsuXl9Odf3V38ksu4FWDZ	186843.0	4.0		Sean
3116	Future	WAIT FOR U (feat. Drake & Tems)	spotify:track:59nOXPmaKlBfGMDeOVGrIK	3	0.463	0.642	1.0	-4.474	1.0	0.34	0.314	0.0	0.0686	0.339	83.389	audio_features	59nOXPmaKlBfGMDeOVGrIK	https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK	https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK	189893.0	4.0		Sean
3117	Future	WAIT FOR U (feat. Drake & Tems)	spotify:track:59nOXPmaKlBfGMDeOVGrIK	3	0.463	0.642	1.0	-4.474	1.0	0.34	0.314	0.0	0.0686	0.339	83.389	audio_features	59nOXPmaKlBfGMDeOVGrIK	https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK	https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK	189893.0	4.0		Sean
3118	Future	XanaX Damage	spotify:track:3tZ4zv4UuenjJGSNUMfBNG	1	0.551	0.609	7.0	-8.975	1.0	0.143	0.368	0.000154	0.192	0.324	139.084	audio_features	3tZ4zv4UuenjJGSNUMfBNG	https://api.spotify.com/v1/tracks/3tZ4zv4UuenjJGSNUMfBNG	https://api.spotify.com/v1/audio-analysis/3tZ4zv4UuenjJGSNUMfBNG	104013.0	4.0		Sean
3119	Futuristic	Happy Dance	spotify:track:4cai6fSLeyI9TLDDi6KYgE	5	0.733	0.744	0.0	-6.32	1.0	0.143	0.292	0.0	0.27	0.383	105.029	audio_features	4cai6fSLeyI9TLDDi6KYgE	https://api.spotify.com/v1/tracks/4cai6fSLeyI9TLDDi6KYgE	https://api.spotify.com/v1/audio-analysis/4cai6fSLeyI9TLDDi6KYgE	203571.0	4.0		Sean
